Organism,Tudortblastn,PWWPtblastn,MutS,Tudor_domain,Tudor_dist,PWWP_domain,PWWP_dist,Tudor_call,PWWP_call,tipcolor,Genus
Trichinella pseudospiralis,Inf,Inf,6,0,Inf,0,Inf,Absent,Absent,None,Trichinella
Trichinella sp. T6,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Trichinella
Trichinella sp. T8,Inf,Inf,3,0,Inf,0,Inf,Absent,Absent,None,Trichinella
Trichinella sp. T9,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Trichinella
Trichinella spiralis,Inf,Inf,6,0,Inf,0,3470056,Absent,Absent,None,Trichinella
Trichinella zimbabwensis,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Trichinella
Trichobilharzia regenti,Inf,18318550,5,0,Inf,0,18361046,Absent,Absent,None,Trichobilharzia
Trichobilharzia szidati,Inf,17639016,2,0,Inf,0,30063189,Absent,Absent,None,Trichobilharzia
Trichodelitschia bisporula,1016580,158098,1,0,Inf,0,704158,Absent,Absent,None,Trichodelitschia
Trichoderma arundinaceum,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Trichoderma
Trichoderma asperelloides,74720,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Trichoderma
Trichoderma asperellum,75742,270973,2,0,Inf,0,1614361,Absent,Absent,None,Trichoderma
Trichoderma asperellum CBS 433.97,75742,314119,2,0,Inf,0,Inf,Absent,Absent,None,Trichoderma
Trichoderma atroviride,86720,333594,1,0,Inf,0,902923,Absent,Absent,None,Trichoderma
Trichoderma atroviride IMI 206040,86704,874382,2,0,Inf,0,902529,Absent,Absent,None,Trichoderma
Trichoderma citrinoviride,385949,71580,2,0,Inf,0,87016,Absent,Absent,None,Trichoderma
Trichoderma cornu-damae,78038,1600681,1,0,2586676,0,Inf,Absent,Absent,None,Trichoderma
Trichoderma gamsii,81652,120975,3,0,Inf,0,Inf,Absent,Absent,None,Trichoderma
Trichoderma gracile,2677694,926949,1,0,Inf,0,Inf,Absent,Absent,None,Trichoderma
Trichoderma guizhouense,69639,92348,1,0,Inf,0,2235719,Absent,Absent,None,Trichoderma
Trichoderma harzianum,518325,49693,5,0,Inf,0,Inf,Absent,Absent,None,Trichoderma
Trichoderma harzianum CBS 226.95,132851,Inf,2,0,Inf,0,Inf,Absent,Absent,None,Trichoderma
Trichoderma lentiforme,Inf,606597,1,0,Inf,0,Inf,Absent,Absent,None,Trichoderma
Trichoderma longibrachiatum ATCC 18648,127967,22953,1,0,Inf,0,22296,Absent,Absent,None,Trichoderma
Trichoderma parareesei,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Trichoderma
Trichoderma reesei QM6a,729073,273403,2,0,726149,0,Inf,Absent,Absent,None,Trichoderma
Trichoderma reesei RUT C-30,727201,274271,1,0,724277,0,Inf,Absent,Absent,None,Trichoderma
Trichoderma semiorbis,195790,280030,1,0,194886,0,535438,Absent,Absent,None,Trichoderma
Trichoderma simmonsii,1038392,481225,1,0,2365271,0,Inf,Absent,Absent,None,Trichoderma
Trichoderma virens,97090,179316,1,0,1204657,0,844567,Absent,Absent,None,Trichoderma
Trichoderma virens FT-333,96706,185095,1,0,1183919,0,820894,Absent,Absent,None,Trichoderma
Trichoderma virens Gv29-8,97087,179260,2,0,Inf,0,840709,Absent,Absent,None,Trichoderma
Trichoglossum hirsutum,Inf,22635,2,0,Inf,0,Inf,Absent,Absent,None,Trichoglossum
Trichogramma pretiosum,Inf,249825,2,0,Inf,0,248662,Absent,Absent,None,Trichogramma
Tricholaema leucomelas,Inf,4097,1,0,Inf,2,14157,Absent,Present,PWWP,Tricholaema
Tricholoma matsutake 945,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Tricholoma
Tricholomella constricta,Inf,1460065,1,0,Inf,0,Inf,Absent,Absent,None,Tricholomella
Trichomalopsis sarcophagae,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Trichomalopsis
Trichomonas vaginalis G3,4319430,7148828,3,0,Inf,0,Inf,Absent,Absent,None,Trichomonas
Trichomonascus ciferrii,Inf,24715,1,0,Inf,0,Inf,Absent,Absent,None,Trichomonascus
Trichonephila clavata,Inf,Inf,2,0,Inf,0,Inf,Absent,Absent,None,Trichonephila
Trichonephila clavipes,Inf,Inf,3,0,Inf,0,Inf,Absent,Absent,None,Trichonephila
Trichonephila inaurata madagascariensis,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Trichonephila
Trichophaea hybrida,Inf,60031,3,0,Inf,0,Inf,Absent,Absent,None,Trichophaea
Trichophyton benhamiae CBS 112371,Inf,28326,3,0,Inf,0,62912,Absent,Absent,None,Trichophyton
Trichophyton equinum CBS 127.97,196017,29540,1,0,391345,0,67535,Absent,Absent,None,Trichophyton
Trichophyton interdigitale,Inf,29417,2,0,Inf,0,Inf,Absent,Absent,None,Trichophyton
Trichophyton interdigitale H6,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Trichophyton
Trichophyton mentagrophytes,Inf,30648,1,0,Inf,0,63590,Absent,Absent,None,Trichophyton
Trichophyton rubrum,Inf,30710,2,0,Inf,0,Inf,Absent,Absent,None,Trichophyton
Trichophyton rubrum CBS 100081,Inf,30634,1,0,Inf,0,Inf,Absent,Absent,None,Trichophyton
Trichophyton rubrum CBS 118892,Inf,30658,1,0,Inf,0,Inf,Absent,Absent,None,Trichophyton
Trichophyton rubrum CBS 202.88,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Trichophyton
Trichophyton rubrum CBS 288.86,Inf,30672,1,0,Inf,0,Inf,Absent,Absent,None,Trichophyton
Trichophyton rubrum CBS 289.86,Inf,273229,1,0,Inf,0,Inf,Absent,Absent,None,Trichophyton
Trichophyton rubrum CBS 735.88,Inf,30632,1,0,Inf,0,Inf,Absent,Absent,None,Trichophyton
Trichophyton rubrum D6,Inf,30673,1,0,Inf,0,Inf,Absent,Absent,None,Trichophyton
Trichophyton rubrum MR1448,Inf,30654,1,0,Inf,0,Inf,Absent,Absent,None,Trichophyton
Trichophyton rubrum MR1459,Inf,30666,1,0,Inf,0,Inf,Absent,Absent,None,Trichophyton
Trichophyton rubrum MR850,Inf,30654,1,0,Inf,0,Inf,Absent,Absent,None,Trichophyton
Trichophyton soudanense CBS 452.61,Inf,30633,1,0,Inf,0,Inf,Absent,Absent,None,Trichophyton
Trichophyton verrucosum HKI 0517,73745,65160,1,0,Inf,0,64130,Absent,Absent,None,Trichophyton
Trichophyton violaceum,Inf,30832,1,0,Inf,0,2338249,Absent,Absent,None,Trichophyton
Trichoplax sp. H2,Inf,2367,1,0,Inf,2,219,Absent,Present,PWWP,Trichoplax
Trichoplusia ni,929531,7179682,1,0,929316,0,7186940,Absent,Absent,None,Trichoplusia
Trichosporon asahii var. asahii CBS 2479,2288120,16933,2,0,Inf,0,805688,Absent,Absent,None,Trichosporon
Trichosporon asahii var. asahii CBS 8904,1167744,17057,1,0,Inf,0,168100,Absent,Absent,None,Trichosporon
Trichuris suis,Inf,680236,3,0,Inf,0,Inf,Absent,Absent,None,Trichuris
Trichuris trichiura,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Trichuris
Trifolium medium,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Trifolium
Trifolium pratense,1209,1495502,3,6,288,0,1493714,Present,Absent,Tudor,Trifolium
Trifolium repens,1203,1323132,2,4,7712,0,1724727,Present,Absent,Tudor,Trifolium
Trifolium subterraneum,1223,1428212,1,2,7194,0,1430059,Present,Absent,Tudor,Trifolium
Trinorchestia longiramus,Inf,9725,1,0,Inf,2,548,Absent,Present,PWWP,Trinorchestia
Triparma columacea,Inf,Inf,1,1,Inf,0,Inf,Present,Absent,Tudor,Triparma
Triparma laevis f. inornata,1259,Inf,1,2,5759,0,Inf,Present,Absent,Tudor,Triparma
Triparma laevis f. longispina,1259,Inf,1,2,5759,0,Inf,Present,Absent,Tudor,Triparma
Triparma retinervis,681,Inf,1,1,4340,0,Inf,Present,Absent,Tudor,Triparma
Triplophysa dalaica,Inf,779,1,0,Inf,2,1635,Absent,Present,PWWP,Triplophysa
Triplophysa rosa,Inf,899,2,0,Inf,4,1967,Absent,Present,PWWP,Triplophysa
Triplophysa tibetana,Inf,776,1,0,Inf,2,6724,Absent,Present,PWWP,Triplophysa
Tripterygium wilfordii,1463,1349928,2,4,270,0,Inf,Present,Absent,Tudor,Tripterygium
Triticum aestivum,993,1225796,2,2,207,0,Inf,Present,Absent,Tudor,Triticum
Triticum turgidum subsp. durum,994,37794262,7,4,0,0,Inf,Present,Absent,Tudor,Triticum
Tritrichomonas foetus,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Tritrichomonas
Trizodia sp. TS-e1964,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Trizodia
Trogon melanurus,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Trogon
Tropilaelaps mercedesae,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Tropilaelaps
Truncatella angustata,4062109,22630,3,0,Inf,0,1434778,Absent,Absent,None,Truncatella
Trypanosoma brucei brucei TREU927,469428,116705,1,0,Inf,0,1232106,Absent,Absent,None,Trypanosoma
Trypanosoma brucei equiperdum,450700,71102,1,0,Inf,0,1385702,Absent,Absent,None,Trypanosoma
Trypanosoma brucei gambiense DAL972,72837,118497,2,0,71263,0,1239373,Absent,Absent,None,Trypanosoma
Trypanosoma conorhini,Inf,Inf,2,0,Inf,0,Inf,Absent,Absent,None,Trypanosoma
Trypanosoma cruzi,Inf,27160,9,0,Inf,0,27070,Absent,Absent,None,Trypanosoma
Trypanosoma cruzi Dm28c,Inf,100423,1,0,Inf,0,Inf,Absent,Absent,None,Trypanosoma
Trypanosoma cruzi cruzi,155336,27172,2,0,Inf,0,30090,Absent,Absent,None,Trypanosoma
Trypanosoma equiperdum,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Trypanosoma
Trypanosoma grayi,9756,Inf,2,0,Inf,0,Inf,Absent,Absent,None,Trypanosoma
Trypanosoma melophagium,549162,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Trypanosoma
Trypanosoma rangeli,Inf,Inf,2,0,Inf,0,Inf,Absent,Absent,None,Trypanosoma
Trypanosoma rangeli SC58,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Trypanosoma
Trypanosoma theileri,379082,306961,2,0,382180,0,Inf,Absent,Absent,None,Trypanosoma
Tuber borchii,92832,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Tuber
Tuber brumale,Inf,30332,1,0,Inf,0,29081,Absent,Absent,None,Tuber
Tuber indicum,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Tuber
Tuber magnatum,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Tuber
Tuber melanosporum,Inf,Inf,2,0,Inf,0,Inf,Absent,Absent,None,Tuber
Tubulinosema ratisbonensis,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Tubulinosema
Tulasnella calospora MUT 4182,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Tulasnella
Tulasnella sp. 330,151679,35361,1,0,Inf,0,Inf,Absent,Absent,None,Tulasnella
Tulasnella sp. 331,Inf,35369,1,0,Inf,0,Inf,Absent,Absent,None,Tulasnella
Tulasnella sp. 332,216256,35367,1,0,Inf,0,Inf,Absent,Absent,None,Tulasnella
Tulasnella sp. 403,31157,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Tulasnella
Tulasnella sp. 408,Inf,Inf,2,0,Inf,0,Inf,Absent,Absent,None,Tulasnella
Tulasnella sp. 418,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Tulasnella
Tulasnella sp. 419,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Tulasnella
Tulasnella sp. 427,Inf,Inf,2,0,Inf,0,Inf,Absent,Absent,None,Tulasnella
Tulasnella sp. JGI-2019a,Inf,Inf,3,0,Inf,0,Inf,Absent,Absent,None,Tulasnella
Tulasnella sp. UAMH 9824,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Tulasnella
Tulosesus angulatus,180256,1275489,2,0,Inf,0,Inf,Absent,Absent,None,Tulosesus
Tupaia chinensis,Inf,Inf,1,0,Inf,2,6635,Absent,Present,PWWP,Tupaia
Turnix velox,Inf,4206,1,0,Inf,2,24,Absent,Present,PWWP,Turnix
Tursiops truncatus,41760198,3850,2,0,Inf,4,0,Absent,Present,PWWP,Tursiops
Tuta absoluta,Inf,492479,1,0,Inf,0,492201,Absent,Absent,None,Tuta
Tympanuchus pallidicinctus,7992934,343,2,0,8080744,4,0,Absent,Present,PWWP,Tympanuchus
Tyrophagus putrescentiae,Inf,770862,1,0,Inf,0,Inf,Absent,Absent,None,Tyrophagus
Tyto alba,16516295,4600,2,0,16706147,4,0,Absent,Present,PWWP,Tyto
Uloborus diversus,Inf,2014228,1,0,Inf,0,97067705,Absent,Absent,None,Uloborus
Umbelopsis sp. AD052,49467,Inf,1,0,107889,0,Inf,Absent,Absent,None,Umbelopsis
Umbelopsis sp. PMI_123,64605,1111200,1,0,105653,0,1110832,Absent,Absent,None,Umbelopsis
Umbelopsis vinacea,51310,629047,1,0,106903,0,Inf,Absent,Absent,None,Umbelopsis
Umbilicaria vellea,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Umbilicaria
Uncinocarpus reesii 1704,62914,1847581,2,0,205881,0,Inf,Absent,Absent,None,Uncinocarpus
Upupa epops,Inf,4281,1,0,Inf,2,14265,Absent,Present,PWWP,Upupa
Uranotaenia lowii,7662675,21063404,1,0,Inf,0,Inf,Absent,Absent,None,Uranotaenia
Urocitellus parryii,Inf,5117,2,0,Inf,4,0,Absent,Present,PWWP,Urocitellus
Urocolius indicus,Inf,4404,1,0,Inf,2,39,Absent,Present,PWWP,Urocolius
Urocynchramus pylzowi,Inf,4050,1,0,Inf,2,21,Absent,Present,PWWP,Urocynchramus
Ursus arctos horribilis,Inf,4357,3,0,Inf,6,0,Absent,Present,PWWP,Ursus
Ursus maritimus,Inf,4369,2,0,Inf,4,24,Absent,Present,PWWP,Ursus
Usnochroma carphineum,9460,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Usnochroma
Ustilaginoidea virens,1039531,10441,2,0,3594199,0,2828169,Absent,Absent,None,Ustilaginoidea
Ustilago loliicola,9538,31063,1,0,14204,0,Inf,Absent,Absent,None,Ustilago
Ustilago maydis 521,288338,88096,1,0,Inf,0,193775,Absent,Absent,None,Ustilago
Ustilago nuda,7784,62023,1,0,Inf,0,314445,Absent,Absent,None,Ustilago
Ustilago trichophora,80554,117320,2,0,375999,0,210824,Absent,Absent,None,Ustilago
Ustulina deusta,Inf,440253,2,0,Inf,0,Inf,Absent,Absent,None,Ustulina
Vaccinium darrowii,1028,3036111,1,2,7974,0,3035321,Present,Absent,Tudor,Vaccinium
Vairimorpha ceranae,47389,Inf,3,0,47692,0,Inf,Absent,Absent,None,Vairimorpha
Vairimorpha ceranae BRL01,Inf,Inf,2,0,Inf,0,Inf,Absent,Absent,None,Vairimorpha
Valsa mali,2110156,49164,1,0,Inf,0,128105,Absent,Absent,None,Valsa
Valsa mali var. pyri (nom. inval.),125006,50118,1,0,Inf,0,Inf,Absent,Absent,None,Valsa
Valsa malicola,Inf,53761,1,0,Inf,0,Inf,Absent,Absent,None,Valsa
Valsa sordida,78635,200236,1,0,Inf,0,201365,Absent,Absent,None,Valsa
Vanderwaltozyma polyspora DSM 70294,Inf,35759,2,0,Inf,0,Inf,Absent,Absent,None,Vanderwaltozyma
Vanessa tameamea,Inf,644131,1,0,Inf,0,Inf,Absent,Absent,None,Vanessa
Vanilla planifolia,8031,993934,4,6,255,0,1011702,Present,Absent,Tudor,Vanilla
Vanrija humicola,22530,38871,1,0,Inf,0,Inf,Absent,Absent,None,Vanrija
Varanus komodoensis,Inf,6501,1,0,Inf,2,948,Absent,Present,PWWP,Varanus
Vararia minispora EC-137,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Vararia
Varicellaria rhodocarpa,9320,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Varicellaria
Variospora aurantia,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Variospora
Varroa destructor,Inf,950882,4,0,Inf,0,8117342,Absent,Absent,None,Varroa
Venturia canescens,586149,4104401,1,0,Inf,0,4103730,Absent,Absent,None,Venturia
Venturia effusa,914048,730143,1,0,915038,0,Inf,Absent,Absent,None,Venturia
Venturia inaequalis,Inf,Inf,4,0,Inf,0,Inf,Absent,Absent,None,Venturia
Venturia nashicola,Inf,65217,2,0,Inf,0,Inf,Absent,Absent,None,Venturia
Venustampulla echinocandica,223240,27844,2,0,Inf,0,Inf,Absent,Absent,None,Venustampulla
Verruconis gallopava,291320,194379,4,0,288516,0,393228,Absent,Absent,None,Verruconis
Verticillium alfalfae VaMs.102,18516,106816,2,0,Inf,0,104621,Absent,Absent,None,Verticillium
Verticillium dahliae,Inf,136148,6,0,Inf,0,Inf,Absent,Absent,None,Verticillium
Verticillium dahliae VDG1,Inf,132398,1,0,Inf,0,Inf,Absent,Absent,None,Verticillium
Verticillium dahliae VDG2,1088063,31739,1,0,1089131,0,476202,Absent,Absent,None,Verticillium
Verticillium dahliae VdLs.17,1071839,32036,2,0,1069053,0,465699,Absent,Absent,None,Verticillium
Verticillium longisporum,701614,321714,7,0,Inf,0,Inf,Absent,Absent,None,Verticillium
Verticillium nonalfalfae,Inf,39750,2,0,Inf,0,108464,Absent,Absent,None,Verticillium
Vespa crabro,Inf,2020677,1,0,Inf,0,Inf,Absent,Absent,None,Vespa
Vespa mandarinia,Inf,2037124,1,0,Inf,0,Inf,Absent,Absent,None,Vespa
Vespula pensylvanica,Inf,120829,3,0,Inf,0,2714622,Absent,Absent,None,Vespula
Vespula vulgaris,Inf,119692,2,0,Inf,0,Inf,Absent,Absent,None,Vespula
Vezdaea acicularis,84210,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Vezdaea
Vezdaea aestivalis,Inf,151612,1,0,Inf,0,Inf,Absent,Absent,None,Vezdaea
Vicia faba,1323,29282356,1,2,264,0,Inf,Present,Absent,Tudor,Vicia
Vicugna pacos,Inf,3975,1,0,Inf,2,10665,Absent,Present,PWWP,Vicugna
Vidua chalybeata,Inf,4108,3,0,Inf,4,0,Absent,Present,PWWP,Vidua
Vidua macroura,Inf,4100,3,0,Inf,4,0,Absent,Present,PWWP,Vidua
Vigna angularis,1298,1924051,5,8,0,0,4712656,Present,Absent,Tudor,Vigna
Vigna angularis var. angularis,1300,1941043,1,2,267,0,4744588,Present,Absent,Tudor,Vigna
Vigna radiata var. radiata,1325,2602637,1,2,8219,0,2601675,Present,Absent,Tudor,Vigna
Vigna umbellata,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Vigna
Vigna unguiculata,1322,1186129,2,4,8049,0,2704695,Present,Absent,Tudor,Vigna
Vireo altiloquus,Inf,4128,1,0,Inf,2,21,Absent,Present,PWWP,Vireo
Viridothelium virens,34827,124560,1,0,35878,0,Inf,Absent,Absent,None,Viridothelium
Vitis rotundifolia,1056,1304139,3,4,0,0,2143321,Present,Absent,Tudor,Vitis
Vitis vinifera,1079,210173,4,8,294,0,2296038,Present,Absent,Tudor,Vitis
Vollenhovia emeryi,Inf,Inf,2,0,Inf,0,Inf,Absent,Absent,None,Vollenhovia
Volvariella volvacea WC 439,Inf,9306,1,0,Inf,0,Inf,Absent,Absent,None,Volvariella
Volvox africanus,301391,1683009,4,0,Inf,0,Inf,Absent,Absent,None,Volvox
Volvox carteri f. nagariensis,445136,1081229,2,0,Inf,0,Inf,Absent,Absent,None,Volvox
Volvox reticuliferus,265139,Inf,7,0,269669,0,Inf,Absent,Absent,None,Volvox
Vombatus ursinus,Inf,6361,1,0,Inf,2,13374,Absent,Present,PWWP,Vombatus
Vulpes vulpes,10262194,4724,1,0,Inf,2,11788,Absent,Present,PWWP,Vulpes
Wallemia hederae,53499,36354,1,0,56232,0,Inf,Absent,Absent,None,Wallemia
Wallemia ichthyophaga,57734,Inf,21,0,Inf,0,Inf,Absent,Absent,None,Wallemia
Wallemia ichthyophaga EXF-994,57800,42869,2,0,297308,0,Inf,Absent,Absent,None,Wallemia
Wallemia mellicola,61562,14794,25,0,Inf,0,Inf,Absent,Absent,None,Wallemia
Wallemia mellicola CBS 633.66,64119,14796,2,0,Inf,0,Inf,Absent,Absent,None,Wallemia
Wasmannia auropunctata,Inf,1523793,1,0,Inf,0,Inf,Absent,Absent,None,Wasmannia
Westerdykella ornata,744781,146150,2,0,Inf,0,149280,Absent,Absent,None,Westerdykella
Whalleya microplaca,198758,75224,1,0,Inf,0,Inf,Absent,Absent,None,Whalleya
Wickerhamiella sorbophila,9021,23100,2,0,1064811,0,1018523,Absent,Absent,None,Wickerhamiella
Wickerhamomyces anomalus NRRL Y-366-8,149970,487199,2,0,307335,0,Inf,Absent,Absent,None,Wickerhamomyces
Wickerhamomyces mucosus,Inf,68197,1,0,Inf,0,Inf,Absent,Absent,None,Wickerhamomyces
Wickerhamomyces pijperi,Inf,Inf,2,0,Inf,0,Inf,Absent,Absent,None,Wickerhamomyces
Wilcoxina mikolae CBS 423.85,47512,56996,3,0,49490,0,Inf,Absent,Absent,None,Wilcoxina
Willisornis vidua,Inf,4203,1,0,Inf,2,22912,Absent,Present,PWWP,Willisornis
Wolfiporia cocos MD-104 SS10,6668,224978,1,0,Inf,0,594724,Absent,Absent,None,Wolfiporia
Wuchereria bancrofti,Inf,Inf,2,0,Inf,0,Inf,Absent,Absent,None,Wuchereria
Wyeomyia smithii,2142906,6493633,1,0,43307762,0,23708628,Absent,Absent,None,Wyeomyia
Xanthomendoza cf. fulva,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Xanthomendoza
Xanthoria aureola,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Xanthoria
Xanthoria mediterranea,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Xanthoria
Xanthoria sp. 1 TBL-2021,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Xanthoria
Xanthoria sp. 2 TBL-2021,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Xanthoria
Xanthoria steineri,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Xanthoria
Xenia sp. Carnegie-2017,4266957,3329609,1,0,Inf,0,3339358,Absent,Absent,None,Xenia
Xenopus laevis,Inf,4399,2,0,Inf,4,17437,Absent,Present,PWWP,Xenopus
Xenopus tropicalis,85013164,1817,4,0,Inf,8,0,Absent,Present,PWWP,Xenopus
Xiphophorus hellerii,Inf,850,1,0,Inf,2,1466,Absent,Present,PWWP,Xiphophorus
Xiphophorus maculatus,Inf,862,1,0,Inf,2,1428,Absent,Present,PWWP,Xiphophorus
Xylaria acuta,Inf,79890,1,0,Inf,0,Inf,Absent,Absent,None,Xylaria
Xylaria arbuscula,Inf,79620,3,0,Inf,0,Inf,Absent,Absent,None,Xylaria
Xylaria bambusicola,260371,77833,2,0,Inf,0,Inf,Absent,Absent,None,Xylaria
Xylaria castorea,987265,110856,1,0,Inf,0,Inf,Absent,Absent,None,Xylaria
Xylaria cf. heliscus,232691,87885,1,0,Inf,0,Inf,Absent,Absent,None,Xylaria
Xylaria cubensis,51829,81119,1,0,Inf,0,Inf,Absent,Absent,None,Xylaria
Xylaria curta,Inf,86677,2,0,Inf,0,Inf,Absent,Absent,None,Xylaria
Xylaria flabelliformis,Inf,79626,2,0,Inf,0,199769,Absent,Absent,None,Xylaria
Xylaria grammica,64610,74853,2,0,Inf,0,Inf,Absent,Absent,None,Xylaria
Xylaria hypoxylon,Inf,79427,1,0,Inf,0,Inf,Absent,Absent,None,Xylaria
Xylaria intraflava,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Xylaria
Xylaria longipes,Inf,Inf,2,0,Inf,0,Inf,Absent,Absent,None,Xylaria
Xylaria nigripes,355360,84031,1,0,Inf,0,Inf,Absent,Absent,None,Xylaria
Xylaria palmicola,Inf,28189,1,0,Inf,0,Inf,Absent,Absent,None,Xylaria
Xylaria polymorpha,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Xylaria
Xylaria scruposa,Inf,87792,1,0,Inf,0,90558,Absent,Absent,None,Xylaria
Xylaria sp. CBS 124048,15452,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Xylaria
Xylaria sp. FL0043,310162,94347,1,0,Inf,0,Inf,Absent,Absent,None,Xylaria
Xylaria sp. FL0064,307122,80508,1,0,Inf,0,Inf,Absent,Absent,None,Xylaria
Xylaria sp. FL0933,326656,87172,1,0,Inf,0,Inf,Absent,Absent,None,Xylaria
Xylaria sp. FL1042,Inf,83090,1,0,Inf,0,Inf,Absent,Absent,None,Xylaria
Xylaria sp. FL1777,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Xylaria
Xylaria telfairii,Inf,200393,1,0,Inf,0,Inf,Absent,Absent,None,Xylaria
Xylariaceae sp. AK1471,158638,83591,1,0,Inf,0,Inf,Absent,Absent,None,Xylariaceae
Xylariaceae sp. FL0016,Inf,75064,1,0,Inf,0,Inf,Absent,Absent,None,Xylariaceae
Xylariaceae sp. FL0255,Inf,583403,1,0,Inf,0,Inf,Absent,Absent,None,Xylariaceae
Xylariaceae sp. FL0594,300308,33103,1,0,Inf,0,Inf,Absent,Absent,None,Xylariaceae
Xylariaceae sp. FL0662B,Inf,79755,1,0,Inf,0,Inf,Absent,Absent,None,Xylariaceae
Xylariaceae sp. FL0804,888303,84935,1,0,Inf,0,Inf,Absent,Absent,None,Xylariaceae
Xylariaceae sp. FL1019,Inf,86471,1,0,Inf,0,Inf,Absent,Absent,None,Xylariaceae
Xylariaceae sp. FL1272,Inf,84200,1,0,Inf,0,Inf,Absent,Absent,None,Xylariaceae
Xylariaceae sp. FL1651,Inf,48646,1,0,Inf,0,49833,Absent,Absent,None,Xylariaceae
Xylariales sp. AK1849,88866,9601,1,0,Inf,0,Inf,Absent,Absent,None,Xylariales
Xylariales sp. No.14919,64641,74869,1,0,Inf,0,Inf,Absent,Absent,None,Xylariales
Xylariales sp. PMI_506,Inf,46501,1,0,Inf,0,106371,Absent,Absent,None,Xylariales
Xylariomycetidae sp. FL0641,Inf,17375,1,0,Inf,0,Inf,Absent,Absent,None,Xylariomycetidae
Xylariomycetidae sp. FL2044,42384,77573,1,0,45173,0,Inf,Absent,Absent,None,Xylariomycetidae
Xylogone sp. PMI_703,202964,29689,1,0,Inf,0,761171,Absent,Absent,None,Xylogone
Xylographa carneopallida,Inf,64467,1,0,Inf,0,Inf,Absent,Absent,None,Xylographa
Xylographa opegraphella,Inf,132742,1,0,Inf,0,Inf,Absent,Absent,None,Xylographa
Xylographa pallens,102409,26462,1,0,120352,0,Inf,Absent,Absent,None,Xylographa
Xylographa parallela,104872,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Xylographa
Xylographa soralifera,Inf,117138,1,0,Inf,0,227483,Absent,Absent,None,Xylographa
Xylographa trunciseda,Inf,Inf,1,0,Inf,0,Inf,Absent,Absent,None,Xylographa
Xylographa vitiligo,Inf,116545,1,0,Inf,0,Inf,Absent,Absent,None,Xylographa
Xylona heveae TC161,Inf,9624,2,0,Inf,0,808163,Absent,Absent,None,Xylona
Xyrauchen texanus,Inf,2430,1,0,Inf,2,16480,Absent,Present,PWWP,Xyrauchen
Yamadazyma tenuis,56687,82285,1,0,373839,0,684731,Absent,Absent,None,Yamadazyma
Yamadazyma tenuis ATCC 10573,56687,82283,2,0,374539,0,686216,Absent,Absent,None,Yamadazyma
