GC protein
GCA_020570525.1 KAH4467667.1
GCA_020569505.1 KAH4283867.1
GCA_020572395.1 KAH4852926.1
GCA_020578615.1 KAH6128952.1
GCA_020570395.1 KAH4455353.1
GCA_020575775.1 KAH5684625.1
GCA_020573765.1 KAH5151237.1
GCA_020574875.1 KAH5477905.1
GCA_020580415.1 KAH6338452.1
GCA_020573285.1 KAH4994626.1
GCA_020568205.1 KAH4005209.1
GCA_020578515.1 KAH6099270.1
GCA_020575195.1 KAH5552090.1
GCA_020578585.1 KAH6145782.1
GCA_020569945.1 KAH4328921.1
GCA_020575035.1 KAH5529598.1
GCA_020571325.1 KAH4643623.1
GCA_020569495.1 KAH4249370.1
GCA_020578445.1 KAH6086903.1
GCA_020579855.1 KAH6228616.1
GCA_020571815.1 KAH4696329.1
GCA_020571885.1 KAH4709400.1
GCA_020575375.1 KAH5575997.1
GCA_020572205.1 KAH4802215.1
GCA_020580115.1 KAH6282639.1
GCA_020570345.1 KAH4426356.1
GCA_020580665.1 KAH6406748.1
GCA_020568415.1 KAH4032939.1
GCA_020581165.1 KAH6526680.1
GCA_020572305.1 KAH4823223.1
GCA_020571265.1 KAH4590551.1
GCA_020579845.1 KAH6237752.1
GCA_020571605.1 KAH4678444.1
GCA_020572645.1 KAH4890548.1
GCA_020568095.1 KAH3972303.1
GCA_020580695.1 KAH6470389.1
GCA_020574755.1 KAH5515606.1
GCA_020572955.1 KAH4997238.1
GCA_020570015.1 KAH4352337.1
GCA_020574365.1 KAH5315575.1
GCA_020575445.1 KAH5690879.1
GCA_020580305.1 KAH6332938.1
GCA_020571575.1 KAH4663565.1
GCA_020572995.1 KAH4968209.1
GCA_020573915.1 KAH5153620.1
GCA_020573315.1 KAH5045283.1
GCA_020580655.1 KAH6438196.1
GCA_020570965.1 KAH4553593.1
GCA_020568055.1 KAH3982817.1
GCA_020570635.1 KAH4516314.1
GCA_020568325.1 KAH4041745.1
GCA_020580425.1 KAH6371776.1
GCA_020575285.1 KAH5597871.1
GCA_020575975.1 KAH5724946.1
GCA_020573495.1 KAH5169830.1
GCA_020570355.1 KAH4381520.1
GCA_020580145.1 KAH6307034.1
GCA_020575105.1 KAH5504817.1
GCA_020574615.1 KAH5439552.1
GCA_020568775.1 KAH4124187.1
GCA_020575995.1 KAH5749602.1
GCA_020580775.1 KAH6459737.1
GCA_020568045.1 KAH3949103.1
GCA_020580485.1 KAH6379299.1
GCA_020574385.1 KAH5380401.1
GCA_020575955.1 KAH5726212.1
GCA_020573625.1 KAH5100377.1
GCA_020581155.1 KAH6495997.1
GCA_020568705.1 KAH4110688.1
GCA_020572985.1 KAH4944821.1
GCA_020572675.1 KAH4951882.1
GCA_000166155.1 EQL32558.1
GCA_001858085.1 DAA75855.1
GCA_000723665.1 CDH49328.1
GCA_000474925.1 ERS97838.1
GCA_000968475.1 KKA01721.1
GCA_001078035.1 KMV65222.1
GCA_000218725.1 EGO03735.1
GCA_000365525.1 ETO66438.1
GCA_000365525.1 ETO84072.1
GCA_000365545.1 ETP07553.1
GCA_000365545.1 ETP25151.1
GCA_000365505.1 ETI37644.1
GCA_000365505.1 ETI55326.1
GCA_000367145.1 ETP35581.1
GCA_000367145.1 ETP53144.1
GCA_000418435.1 EPQ67077.1
GCA_942653925.1 CAH4027508.1
GCA_020744135.1 KAH6978998.1
GCA_000767015.2 KAH9530134.1
GCA_005966545.1 TMW60695.1
GCA_005966545.1 TMW68034.1
GCA_003013795.1 PSK54356.1
GCA_022830095.1 KAI1998179.1
GCA_019425555.1 KAG8360459.1
GCA_022829885.1 KAI1942664.1
GCA_022832175.1 KAI2450485.1
GCA_022829975.1 KAI1964854.1
GCA_022831985.1 KAI2402693.1
GCA_023343765.1 KAI3415702.1
GCA_022832115.1 KAI2432321.1
GCA_030270365.1 GME64453.1
GCA_022695755.1 KAI1440519.1
GCA_022832085.1 KAI2440583.1
GCA_010094095.1 KAF1913949.1
GCA_022830745.1 KAI2142342.1
GCA_030270345.1 GME33871.1
GCA_022830335.1 KAI2021627.1
GCA_022830865.1 KAI2177057.1
GCA_022830845.1 KAI2153261.1
GCA_020617735.1 KAH6592930.1
GCA_020617735.1 KAH6592929.1
GCA_009193485.1 KAE8159010.1
GCA_022830995.1 KAI2197668.1
GCA_022829825.1 KAI1908933.1
GCA_022830065.1 KAI1977161.1
GCA_022831835.1 KAI2353944.1
GCA_022829915.1 KAI1960579.1
GCA_022831055.1 KAI2211245.1
GCA_022831565.1 KAI2308487.1
GCA_011947485.2 KAH0442997.1
GCA_022830305.1 KAI2020387.1
GCA_022831235.1 KAI2240064.1
GCA_022830725.1 KAI2129217.1
GCA_022831265.1 KAI2253567.1
GCA_022829765.1 KAI1916981.1
GCA_022831025.1 KAI2202314.1
GCA_022832015.1 KAI2430017.1
GCA_022830815.1 KAI2141104.1
GCA_022831955.1 KAI2388956.1
GCA_022830905.1 KAI2168381.1
GCA_022829995.1 KAI1926803.1
GCA_022831895.1 KAI2390279.1
GCA_005382405.1 TKX27066.1
GCA_022831615.1 KAI2354825.1
GCA_022831085.1 KAI2192093.1
GCA_022831925.1 KAI2408595.1
GCA_022830775.1 KAI2138395.1
GCA_021223895.1 KAH8376435.1
GCA_005406105.1 GCE98756.1
GCA_022830605.1 KAI2109363.1
GCA_022829835.1 KAI1919080.1
GCA_022830915.1 KAI2161488.1
GCA_013398555.1 NWZ55645.1
GCA_022830485.1 KAI2053142.1
GCA_003614695.1 RKP31886.1
GCA_022831175.1 KAI2232594.1
GCA_022829795.1 KAI1952200.1
GCA_022831865.1 KAI2373311.1
GCA_022830395.1 KAI2078050.1
GCA_022831685.1 KAI2340278.1
GCA_022831535.1 KAI2321276.1
GCA_022831745.1 KAI2369848.1
GCA_021556665.1 KAH9258120.1
GCA_021556665.1 KAH9248239.1
GCA_021556665.1 KAH9255215.1
GCA_022831705.1 KAI2359675.1
GCA_022830155.1 KAI2010113.1
GCA_022831325.1 KAI2261523.1
GCA_022830965.1 KAI2188221.1
GCA_022831145.1 KAI2223649.1
GCA_022831505.1 KAI2286163.1
GCA_022830425.1 KAI2064623.1
GCA_022832055.1 KAI2443444.1
GCA_022831415.1 KAI2275356.1
GCA_022831205.1 KAI2232878.1
GCA_022830575.1 KAI2123198.1
GCA_022831105.1 KAI2225536.1
GCA_022830365.1 KAI2057967.1
GCA_022831595.1 KAI2337854.1
GCA_022830625.1 KAI2120246.1
GCA_022831445.1 KAI2279392.1
GCA_022830245.1 KAI2039996.1
GCA_022830665.1 KAI2087541.1
GCA_022829945.1 KAI1973322.1
GCA_022830445.1 KAI2060944.1
GCA_022831625.1 KAI2330296.1
GCA_014065215.1 KAG0126495.1
GCA_022830545.1 KAI2102285.1
GCA_022830125.1 KAI1994786.1
GCA_022830695.1 KAI2102918.1
GCA_001006365.1 KKY30993.1
GCA_022830215.1 KAI2015318.1
GCA_020617715.1 KAH6594917.1
GCA_020617715.1 KAH6594916.1
GCA_020617195.1 KAH6569006.1
GCA_022831805.1 KAI2380026.1
GCA_001275765.2 KXX82409.1
GCA_001275765.2 KXX75457.1
GCA_020617725.1 KAH6576291.1
GCA_020617725.1 KAH6584090.1
GCA_022832145.1 KAI2462322.1
GCA_022832045.1 KAI2413275.1
GCA_001707905.2 RLN20472.1
GCA_001268165.1 CRK43883.1
GCA_018994095.1 KAG7117715.1
GCA_000785735.3 KAG2523618.1
GCA_001712715.2 RLN85323.1
GCA_022831295.1 KAI2271616.1
GCA_022831355.1 KAI2305107.1
GCA_022831775.1 KAI2412842.1
GCA_022830515.1 KAI2082171.1
GCA_001712705.2 RLN68453.1
GCA_000785725.3 KAG2532925.1
GCA_013400015.1 NXM98115.1
GCA_022831475.1 KAI2296607.1
GCA_022831385.1 KAI2316897.1
GCA_025201895.1 KAI9069848.1
GCA_022830275.1 KAI2035553.1
GCA_025217265.1 KAI8126573.1
GCA_001712645.2 RLN49440.1
GCA_001268145.1 CRK16735.1
GCA_001268145.1 CRK29383.1
GCA_000818735.3 RWW33773.1
GCA_000818735.3 RWW33781.1
GCA_000798715.1 KHJ35422.1
GCA_009733145.1 KAE9337584.1
GCA_009733145.1 KAE9341944.1
GCA_009732945.1 KAE9034547.1
GCA_009732945.1 KAE9047698.1
GCA_009732905.1 KAE9030167.1
GCA_009732905.1 KAE9034387.1
GCA_001884845.1 RZR98384.1
GCA_900622545.1 VDM47758.1
GCA_900622545.1 VDM49405.1
GCA_000696135.1 KDN60427.1
GCA_001884805.1 RWW49274.1
GCA_000331365.3 RRT76263.1
GCA_018994065.1 KAG7105216.1
GCA_018994065.1 KAG7124780.1
GCA_900622535.1 VDM06881.1
GCA_000402015.1 EPB75051.1
GCA_027596045.1 KAJ3010065.1
GCA_000180755.1 EJW82121.1
GCA_018994105.1 KAG7140503.1
GCA_027942845.1 KAJ3948929.1
GCA_026319145.1 KAJ0329797.1
GCA_004307905.1 TBU51269.1
GCA_004307925.1 TBU21200.1
GCA_004307915.1 TBU39735.1
GCA_001713695.1 ODH46068.1
GCA_001713695.1 ODH52557.1
GCA_001713645.1 ODH31438.1
GCA_001713645.1 ODH45197.1
GCA_024761265.1 KAI7089092.1
GCA_002127715.1 OTA36554.1
GCA_002127715.1 OTA34914.1
GCA_024761865.1 KAI7482766.1
GCA_024761115.1 KAI7001807.1
GCA_024761915.1 KAI7514241.1
GCA_024761435.1 KAI7180562.1
GCA_024761015.1 KAI6889739.1
GCA_024761335.1 KAI7150448.1
GCA_024761765.1 KAI7504319.1
GCA_024760885.1 KAI6804092.1
GCA_024761375.1 KAI7197671.1
GCA_024761495.1 KAI7227191.1
GCA_003704645.1 RMY90248.1
GCA_024760935.1 KAI6874231.1
GCA_003704675.1 RMZ01030.1
GCA_024761655.1 KAI7359487.1
GCA_024760975.1 KAI6875985.1
GCA_024761535.1 KAI7286893.1
GCA_024761635.1 KAI7322546.1
GCA_024761475.1 KAI7221650.1
GCA_003704685.1 RMZ23412.1
GCA_003704685.1 RMZ34318.1
GCA_003704615.1 RMY94798.1
GCA_003704615.1 RMZ09568.1
GCA_024761275.1 KAI7109774.1
GCA_024761275.1 KAI7100785.1
GCA_003704585.1 RMY73249.1
GCA_003704585.1 RMY75613.1
GCA_024760895.1 KAI6840008.1
GCA_024760895.1 KAI6835940.1
GCA_024761565.1 KAI7340681.1
GCA_024761565.1 KAI7314057.1
GCA_024761555.1 KAI7370363.1
GCA_024761555.1 KAI7370453.1
GCA_024761455.1 KAI7237814.1
GCA_024761455.1 KAI7233337.1
GCA_024761195.1 KAI7051065.1
GCA_024761195.1 KAI7051716.1
GCA_024761035.1 KAI6947904.1
GCA_024761035.1 KAI6950899.1
GCA_024761295.1 KAI7137858.1
GCA_024761295.1 KAI7138354.1
GCA_024761685.1 KAI7490979.1
GCA_024761685.1 KAI7490900.1
GCA_024761155.1 KAI7049561.1
GCA_024761155.1 KAI7050839.1
GCA_024761105.1 KAI7000958.1
GCA_024761105.1 KAI6991038.1
GCA_024761675.1 KAI7421355.1
GCA_024761675.1 KAI7420297.1
GCA_024761095.1 KAI6979210.1
GCA_024761095.1 KAI6974079.1
GCA_024760925.1 KAI6844939.1
GCA_024760925.1 KAI6847925.1
GCA_024761055.1 KAI6943968.1
GCA_024761055.1 KAI6943927.1
GCA_024761215.1 KAI7076457.1
GCA_024761215.1 KAI7080219.1
GCA_024761885.1 KAI7494289.1
GCA_024761885.1 KAI7506610.1
GCA_024761605.1 KAI7396870.1
GCA_024761605.1 KAI7382143.1
GCA_024760945.1 KAI6850711.1
GCA_024760945.1 KAI6852832.1
GCA_024761695.1 KAI7456098.1
GCA_024761695.1 KAI7455604.1
GCA_003704575.1 RMY60874.1
GCA_003704575.1 RMY56341.1
GCA_000687265.1 KFQ88383.1
GCA_003704345.1 RMX78613.1
GCA_003704345.1 RMX88539.1
GCA_003704375.1 RMY04602.1
GCA_003704375.1 RMX92635.1
GCA_003704385.1 RMY29320.1
GCA_003704385.1 RMY40791.1
GCA_024761515.1 KAI7275564.1
GCA_024761515.1 KAI7276604.1
GCA_024761845.1 KAI7447053.1
GCA_024761845.1 KAI7449843.1
GCA_003704355.1 RMY03281.1
GCA_003704355.1 RMY08638.1
GCA_024761615.1 KAI7338444.1
GCA_024761615.1 KAI7289333.1
GCA_024761825.1 KAI7573789.1
GCA_024761825.1 KAI7517140.1
GCA_024863865.1 KAI7169652.1
GCA_024863865.1 KAI7157157.1
GCA_024761785.1 KAI7550911.1
GCA_024761785.1 KAI7535262.1
GCA_024762005.1 KAI7720152.1
GCA_024762005.1 KAI7703584.1
GCA_024762005.1 KAI7683621.1
GCA_024760995.1 KAI6908722.1
GCA_024760995.1 KAI6892324.1
GCA_024760995.1 KAI6900389.1
GCA_024761135.1 KAI7017869.1
GCA_024761135.1 KAI6952515.1
GCA_024761135.1 KAI6986919.1
GCA_024762045.1 KAI7654536.1
GCA_024762045.1 KAI7669558.1
GCA_024762025.1 KAI7643182.1
GCA_024762025.1 KAI7636061.1
GCA_024761805.1 KAI7521450.1
GCA_024761805.1 KAI7521452.1
GCA_024761985.1 KAI7581866.1
GCA_024761985.1 KAI7576360.1
GCA_024761965.1 KAI7621076.1
GCA_024761945.1 KAI7560067.1
GCA_024761945.1 KAI7560051.1
GCA_000150475.2 EEH18065.2
GCA_000150475.2 EEH17540.2
GCA_000385595.1 EOD46992.1
GCA_000166175.1 KDE02450.1
GCA_000827275.1 KIK25984.1
GCA_000296195.2 EJK51986.1
GCA_028828025.1 KAJ5838183.1
GCA_028828505.1 KAJ5866232.1
GCA_028751425.1 KAJ5045751.1
GCA_011058885.1 KAF3030725.1
GCA_000326105.1 EHN03191.1
GCA_000213195.1 EGZ68950.1
GCA_000333075.3 KAF4325013.1
GCA_934870175.1 CAH2229199.1
GCA_934870175.1 CAH2229200.1
GCA_014049915.1 KAF6104920.1
GCA_014049915.1 KAF6104918.1
GCA_014049915.1 KAF6104921.1
GCA_014049915.1 KAF6104917.1
GCA_014049915.1 KAF6104916.1
GCA_014049915.1 KAF6104919.1
GCA_028827255.1 KAJ5352595.1
GCA_028827515.1 KAJ5362570.1
GCA_028829755.1 KAJ5877028.1
GCA_902825445.1 CAB3233361.1
GCA_902825445.1 CAB3233360.1
GCA_004154765.1 RYN88888.1
GCA_009729455.1 KAE8910410.1
GCA_004156015.1 RYN21160.1
GCA_004154735.1 RYN52066.1
GCA_004154845.1 RYO12149.1
GCA_021730765.1 KAH9407682.1
GCA_004154745.1 RYN39992.1
GCA_022453505.1 KAI0188141.1
GCA_902829235.1 CAB3367237.1
GCA_902829235.1 CAB3367239.1
GCA_902829235.1 CAB3367240.1
GCA_902829235.1 CAB3367238.1
GCA_008330665.1 KAA0176896.1
GCA_013398495.1 NXB84214.1
GCA_014925795.1 KAF8137603.1
GCA_013398675.1 NXD53162.1
GCA_004168565.1 RYN98618.1
GCA_004369175.1 TEB23394.1
GCA_002016555.1 OOQ84869.1
GCA_008330625.1 KAA0167756.1
GCA_022495055.1 KAI0411089.1
GCA_021223765.1 KAH8242134.1
GCA_003367725.1 RDX47189.1
GCA_024867555.1 KAI7785164.1
GCA_001447575.1 KRY87042.1
GCA_001306435.1 KPM44629.1
GCA_008330635.1 KAA0171703.1
GCA_002307695.1 PBK99844.1
GCA_001447675.1 KRY71641.1
GCA_013398625.1 NWZ79034.1
GCA_009835175.1 KAF0743002.1
GCA_001447725.1 KRZ31240.1
GCA_001447725.1 KRZ31239.1
GCA_013398685.1 NWZ67614.1
GCA_013397215.1 NWT32262.1
GCA_013401155.1 NXV69984.1
GCA_013396415.1 NXE56098.1
GCA_013397355.1 NWS08760.1
GCA_000701025.1 KFD72680.1
GCA_004014815.1 RWA09088.1
GCA_013398535.1 NWZ09566.1
GCA_000701005.1 KFD57294.1
GCA_013398395.1 NWY71682.1
GCA_001447445.1 KRX95806.1
GCA_003795275.1 ROV99650.1
GCA_018296245.1 KAG5783658.1
GCA_003704535.1 RMX62257.1
GCA_018296285.1 KAG5765564.1
GCA_018296265.1 KAG5755849.1
GCA_003843895.1 RQM18229.1
GCA_013390085.1 NWH27820.1
GCA_013115115.1 KAF4649542.1
GCA_013115115.1 KAF4648301.1
GCA_013115115.1 KAF4655140.1
GCA_013115115.1 KAF4647757.1
GCA_013115125.1 KAF4658239.1
GCA_003958945.1 RTG84174.1
GCA_010076325.1 KAF1426968.1
GCA_020004445.1 MBZ3891336.1
GCA_021527745.1 KAH9157002.1
GCA_015252655.1 KAF8562339.1
GCA_001990785.1 OON17448.1
GCA_001990785.1 OON15537.1
GCA_001483015.1 KUF76155.1
GCA_021527665.1 KAH9124965.1
GCA_009733085.1 KAE9222599.1
GCA_027596135.1 KAJ3053991.1
GCA_001742945.1 GAU11289.1
GCA_009733065.1 KAE9104255.1
GCA_021527785.1 KAH9163650.1
GCA_009732985.1 KAE9204417.1
GCA_009733125.1 KAE9336234.1
GCA_009733005.1 KAE9104063.1
GCA_009733045.1 KAE9222018.1
GCA_009733105.1 KAE9304015.1
GCA_009732925.1 KAE9003720.1
GCA_009733025.1 KAE9141931.1
GCA_003097735.1 PWA25660.1
GCA_002197585.2 RQM31040.1
GCA_900618435.1 VDL90776.1
GCA_003546825.1 RHZ13012.1
GCA_001645045.2 KAE8239075.1
GCA_003546765.1 RHY94201.1
GCA_016984155.1 MBN3298426.1
GCA_009428265.1 KAE8200736.1
GCA_021527805.1 KAH9190916.1
GCA_020080795.1 KAH0565367.1
GCA_005125345.1 TKC48054.1
GCA_900491785.1 SSD58574.1
GCA_900537275.1 VDK77879.1
GCA_003546585.1 RHY72673.1
GCA_003546565.1 RHY12832.1
GCA_905071725.1 CAD6925137.1
GCA_003546545.1 RHY52828.1
GCA_003546625.1 RHY58422.1
GCA_003546605.1 RHY22466.1
GCA_905071785.1 CAD6985036.1
GCA_905071705.1 CAD6941880.1
GCA_003546805.1 RHY95679.1
GCA_905071775.1 CAD6971391.1
GCA_003546785.1 RHZ43009.1
GCA_026928455.1 KAJ1501382.1
GCA_026928455.1 KAJ1508928.1
GCA_013115895.1 KAF4728789.1
GCA_013115895.1 KAF4753069.1
GCA_013115895.1 KAF4731390.1
GCA_013115865.1 KAF4758943.1
GCA_013115865.1 KAF4757788.1
GCA_900618345.1 VDO35523.1
GCA_003666305.1 RLO13823.1
GCA_003666305.1 RLO02983.1
GCA_009835205.1 KAF0774697.1
GCA_004155955.1 RYN39569.1
GCA_024322255.1 KAI5453028.1
GCA_004154815.1 RYO55668.1
GCA_000241205.2 GAA99438.1
GCA_943846425.1 CAH7684331.1
GCA_943846425.1 CAH7683992.1
GCA_014607435.1 KAF7514211.1
GCA_029286905.1 KAJ7414613.1
GCA_001653215.1 OAR05720.1
GCA_022702325.1 KAJ5041790.1
GCA_022702325.1 KAJ5041789.1
GCA_016748045.1 KAG2026939.1
GCA_002966975.2 PQQ15074.1
GCA_002966975.2 PQQ17771.1
GCA_001563115.1 KXH52389.1
GCA_004117975.1 RXK37298.1
GCA_018360975.1 KAG6250860.1
GCA_018360845.1 KAG6271910.1
GCA_018360835.1 KAG6251702.1
GCA_018360955.1 KAG6218536.1
GCA_018360655.1 KAG6162733.1
GCA_018360685.1 KAG6265251.1
GCA_018360925.1 KAG6308662.1
GCA_018360745.1 KAG6178810.1
GCA_018360905.1 KAG6302376.1
GCA_018360675.1 KAG6224242.1
GCA_018360475.1 KAG6154560.1
GCA_000488995.1 ESK85038.1
GCA_018360735.1 KAG6203438.1
GCA_018360855.1 KAG6272133.1
GCA_018360605.1 KAG6129754.1
GCA_018360725.1 KAG6190639.1
GCA_000347355.1 CCE29934.1
GCA_018360765.1 KAG6183016.1
GCA_018360755.1 KAG6211478.1
GCA_018360825.1 KAG6234697.1
GCA_018360865.1 KAG6284672.1
GCA_018360535.1 KAG6162947.1
GCA_018360585.1 KAG6136913.1
GCA_018360565.1 KAG6148555.1
GCA_018360935.1 KAG6320500.1
GCA_015529785.1 KAF9218030.1
GCA_015679595.1 KAF9382850.1
GCA_015679645.1 KAF9393211.1
GCA_013634535.1 KAF5918046.1
GCA_021498335.1 KAI9052033.1
GCA_000238015.2 EHL01869.1
GCA_001592465.1 KYG44161.1
GCA_002911725.1 POM66282.1
GCA_002911725.1 POM73408.1
GCA_000183025.1 EEB95345.1
GCA_028826875.1 KAJ5156683.1
GCA_001445615.2 GAQ07990.1
GCA_024699835.1 KAI6178658.1
GCA_018906765.1 KAG7042415.1
GCA_018906675.1 KAG7062447.1
GCA_028984885.1 KAJ6256821.1
GCA_008065305.1 TXT12458.1
GCA_024699875.1 KAI6203306.1
GCA_027945395.1 KAJ4167554.1
GCA_024699915.1 KAI6225762.1
GCA_003327735.1 RCK63541.1
GCA_003327735.1 RCK63826.1
GCA_023510035.1 KAI3623239.1
GCA_023510035.1 KAI3628079.1
GCA_023510055.1 KAI3629090.1
GCA_020744215.1 KAH7078249.1
GCA_013201865.1 KAF4878974.1
GCA_025531835.1 KAI9022917.1
GCA_951284595.1 CAI9630730.1
GCA_013201795.1 KAF4855145.1
GCA_013201755.1 KAF4820228.1
GCA_013201745.1 KAF4844644.1
GCA_014188975.1 KAF6764079.1
GCA_030142925.1 KAJ9498157.1
GCA_004011775.1 RVX68476.1
GCA_002072265.1 OQD64380.1
GCA_000340195.1 EME48689.1
GCA_027945505.1 KAJ4182391.1
GCA_027945515.1 KAJ4242750.1
GCA_022578615.1 KAI6082297.1
GCA_018907675.1 KAG7040236.1
GCA_020184695.1 KAH0791733.1
GCA_027945495.1 KAJ4191220.1
GCA_002894205.1 PNP46094.1
GCA_010724575.1 GFF68232.1
GCA_004522655.2 TID13511.1
GCA_010724635.1 GFG00426.1
GCA_010723975.1 GFF65629.1
GCA_002307675.1 PBK69117.1
GCA_000785585.1 OQU94774.1
GCA_001975905.1 OMP81748.1
GCA_010724915.1 GFF53936.1
GCA_009193605.1 KAE8394678.1
GCA_022813035.1 KAI1786071.1
GCA_015501535.1 KAF9010212.1
GCA_003521335.2 TEA36415.1
GCA_027946415.1 KAJ4336158.1
GCA_010724255.1 GFF28994.1
GCA_018342045.1 KAG5860233.1
GCA_013398885.1 NWR56423.1
GCA_012656445.1 KAF4189339.1
GCA_022578905.1 KAI1363313.1
GCA_001006355.1 KKY16592.1
GCA_022578595.1 KAI4862704.1
GCA_012656435.1 KAF4160941.1
GCA_012656335.1 KAF4203495.1
GCA_012656375.1 KAF4197504.1
GCA_012656395.1 KAF4180948.1
GCA_021223915.1 KAH8351403.1
GCA_010724335.1 GFF76008.1
GCA_012656455.1 KAF4169339.1
GCA_022496955.1 KAI0905105.1
GCA_004768795.1 TGJ87540.1
GCA_013201765.1 KAF4924612.1
GCA_004009835.2 KAH9822948.1
GCA_006536005.1 TPX61213.1
GCA_013397325.1 NXB54902.1
GCA_013398095.1 NWW86345.1
GCA_010724135.1 GFG11230.1
GCA_003957675.1 RTE82926.1
GCA_013399755.1 NXX10835.1
GCA_022180325.1 GKU04214.1
GCA_022180345.1 GKU19563.1
GCA_902177915.1 VUZ45929.1
GCA_001292635.1 KPA40376.1
GCA_013398775.1 NXA37823.1
GCA_003426265.1 RYC64770.1
GCA_911649665.1 CAG8951032.1
GCA_014281935.1 KAF7160744.1
GCA_022478745.1 KAI1487387.1
GCA_030462715.1 KAK0554990.1
GCA_030504495.1 KAK0568364.1
GCA_010724795.1 GFG20185.1
GCA_030462695.1 KAK0552588.1
GCA_013399155.1 NXQ86050.1
GCA_022478735.1 KAI1638358.1
GCA_013396855.1 NXG61396.1
GCA_004802665.1 THG96134.1
GCA_013398435.1 NWY39455.1
GCA_013401015.1 NXV32972.1
GCA_013398245.1 NWX75197.1
GCA_022160275.1 KAI0049216.1
GCA_006536045.1 TPX45520.1
GCA_001855235.1 OHW94044.1
GCA_015484485.1 KAF9558072.1
GCA_004679265.1 TFY53565.1
GCA_900618445.1 VDL59976.1
GCA_900618445.1 VDL18602.1
GCA_013400395.1 NXQ03325.1
GCA_001651215.1 OAO11978.1
GCA_001651215.1 OAO15523.1
GCA_030462655.1 KAK0537132.1
GCA_030462675.1 KAK0539035.1
GCA_030462665.1 KAK0541470.1
GCA_001278495.1 KOS22048.1
GCA_030462685.1 KAK0567850.1
GCA_003203555.1 GBC01838.1
GCA_001420675.1 KQK81964.1
GCA_001683725.1 OBZ88873.1
GCA_905250095.1 CAF1677752.1
GCA_905250095.1 CAF1330785.1
GCA_905250095.1 CAF1546556.1
GCA_015679485.1 KAF9324180.1
GCA_015679425.1 KAF9293885.1
GCA_027627345.1 KAJ3569393.1
GCA_000938895.1 CEP11626.1
GCA_015679405.1 KAF9301139.1
GCA_003546525.1 RHY21769.1
GCA_003546525.1 RHY20179.1
GCA_003546525.1 RHY21767.1
GCA_003546525.1 RHY18873.1
GCA_003546525.1 RHY25831.1
GCA_015502505.1 KAF9147233.1
GCA_027595895.1 KAJ2972723.1
GCA_900618505.1 VDP11054.1
GCA_001883805.1 OJD26176.1
GCA_015852415.1 KAG0066031.1
GCA_016984195.1 MBN3272827.1
GCA_016984195.1 MBN3270812.1
GCA_002249905.1 OXU29419.1
GCA_900537205.1 VDK62832.1
GCA_015852395.1 KAG0076337.1
GCA_905071715.1 CAD6930517.1
GCA_905071755.1 CAD6927688.1
GCA_015679495.1 KAF9340478.1
GCA_910591605.1 CAG7726423.1
GCA_008795845.1 KAB0404383.1
GCA_910592045.1 CAG8589017.1
GCA_003611195.1 RKF76753.1
GCA_003611215.1 RKF56989.1
GCA_000442495.1 EPY19077.1
GCA_000442495.1 EPY24978.1
GCA_900618515.1 VDQ00692.1
GCA_900618515.1 VDQ06179.1
GCA_900618515.1 VDQ02974.1
GCA_900618515.1 VDQ15514.1
GCA_024509225.1 KAI5770859.1
GCA_003033665.1 PTD09903.1
GCA_022712995.1 KAI1254750.1
GCA_900343105.1 SPQ24640.1
GCA_030347535.1 KAK0113572.1
GCA_026184555.1 KAI9930999.1
GCA_001700775.1 OCT54375.1
GCA_020310725.1 KAH0841783.1
GCA_030247865.1 KAJ9661332.1
GCA_000441935.1 EPS42150.1
GCA_004918485.1 TIC44786.1
GCA_004918075.1 TIC19190.1
GCA_004918905.1 TIB81071.1
GCA_004917925.1 TIC06105.1
GCA_004918925.1 TIC36204.1
GCA_004918805.1 TIC41990.1
GCA_004918835.1 TIC67726.1
GCA_004918635.1 TIB87108.1
GCA_004918645.1 TIB90155.1
GCA_004918985.1 TIC50577.1
GCA_004918605.1 TIC13250.1
GCA_004917975.1 TIC23013.1
GCA_004918025.1 TIC68606.1
GCA_004917935.1 TIC14834.1
GCA_004918155.1 TIB99346.1
GCA_004918915.1 TIC28129.1
GCA_004918005.1 TIC55946.1
GCA_004918795.1 TIC02914.1
GCA_004919005.1 TIC67690.1
GCA_004917965.1 TIC28601.1
GCA_004918515.1 TIB73016.1
GCA_004918665.1 TIB77675.1
GCA_004918525.1 TIB92946.1
GCA_004918995.1 TIC74824.1
GCA_004918725.1 TIC58374.1
GCA_001950575.1 GAV29390.1
GCA_013400095.1 NXN70602.1
GCA_001750085.1 OEU08107.1
GCA_000349385.1 EMR65943.1
GCA_001078535.1 CCI45044.1
GCA_012182645.1 KAF3896329.1
GCA_012182655.1 KAF3898113.1
GCA_027595875.1 KAJ2979386.1
GCA_000209485.1 EED44457.1
GCA_001720235.1 ODN97218.1
GCA_003813205.1 RPD55976.1
GCA_001651415.1 OAQ33616.1
GCA_000732565.1 KFA54179.1
GCA_000730325.1 KEY75219.1
GCA_003073295.1 PVG01325.1
GCA_003790465.1 RPB11420.1
GCA_000732765.1 KFA73173.1
GCA_000827425.1 KIM70546.1
GCA_000616785.1 EZF35553.1
GCA_022836595.1 GKT92349.1
GCA_028828735.1 KAJ6044841.1
GCA_022836575.1 GKT75114.1
GCA_028829005.1 KAJ6175733.1
GCA_028829745.1 KAJ5996340.1
