GC PWWPtblastn Tudortblastn
GCA_022695755.1 73246 752
GCA_022832085.1 Inf 23002
GCA_010094095.1 93631 613721
GCA_022830745.1 66525 22985
GCA_030270345.1 Inf Inf
GCA_022830335.1 Inf 23002
GCA_022830865.1 Inf 22943
GCA_022830845.1 Inf 22985
GCA_020617735.1 Inf Inf
GCA_009193485.1 Inf Inf
GCA_022830995.1 410608 22943
GCA_022829825.1 410615 22985
GCA_022830065.1 141163 22995
GCA_022831835.1 450910 23002
GCA_022829915.1 Inf 22985
GCA_022831055.1 Inf 22943
GCA_022831565.1 450906 22943
GCA_011947485.2 52439 Inf
GCA_022830305.1 Inf 23002
GCA_022831235.1 451000 23002
GCA_022830725.1 450998 22985
GCA_022831265.1 450904 22943
GCA_022829765.1 12290 Inf
GCA_022831025.1 450912 22943
GCA_022832015.1 Inf 23002
GCA_022830815.1 Inf 23002
GCA_022831955.1 Inf 22985
GCA_022830905.1 Inf 22943
GCA_022829995.1 66526 22985
GCA_022831895.1 410622 23002
GCA_005382405.1 65348 84302
GCA_022831615.1 Inf 22943
GCA_022831085.1 Inf 22943
GCA_022831925.1 Inf 22985
GCA_022830775.1 Inf 23002
GCA_021223895.1 Inf Inf
GCA_005406105.1 101958 4100
GCA_030674495.1 4743 Inf
GCA_022830605.1 Inf 22943
GCA_022829835.1 Inf 23002
GCA_022830915.1 Inf 22943
GCA_013398555.1 4602 Inf
GCA_022830485.1 Inf 22943
GCA_003614695.1 44052 20246
GCA_022831175.1 Inf 22943
GCA_022829795.1 Inf 22943
GCA_022831865.1 Inf 22985
GCA_022830395.1 Inf 23002
GCA_022831685.1 Inf 22943
GCA_022831535.1 Inf 22943
GCA_022831745.1 450893 22943
GCA_021556665.1 Inf 140755
GCA_022831705.1 450909 22943
GCA_022830155.1 Inf 23002
GCA_022831325.1 Inf 22943
GCA_022830965.1 Inf 22943
GCA_022831145.1 Inf 23002
GCA_022831505.1 Inf 22943
GCA_022830425.1 Inf 23002
GCA_022832055.1 Inf 22943
GCA_022831415.1 451051 22985
GCA_022831205.1 Inf 22983
GCA_022830575.1 450883 22943
GCA_022831105.1 Inf 22943
GCA_022830365.1 Inf 22939
GCA_022831595.1 Inf 22943
GCA_022830625.1 Inf 22943
GCA_022831445.1 Inf 22943
GCA_001630375.1 120003 Inf
GCA_022830245.1 Inf 22943
GCA_022830665.1 Inf 22943
GCA_022829945.1 Inf 22985
GCA_030512405.1 4743 Inf
GCA_010090195.1 4743 Inf
GCA_022830445.1 Inf 22943
GCA_022831625.1 Inf 22943
GCA_014065215.1 Inf Inf
GCA_022830545.1 Inf 22943
GCA_022830125.1 Inf 23004
GCA_022830695.1 Inf 22943
GCA_001006365.1 61135 Inf
GCA_022830215.1 Inf 23001
GCA_020617715.1 Inf Inf
GCA_020617195.1 Inf Inf
GCA_022831805.1 Inf 22943
GCA_001275765.2 Inf Inf
GCA_020617725.1 Inf Inf
GCA_022832145.1 Inf 23002
GCA_022832045.1 Inf 22943
GCA_001707905.2 Inf Inf
GCA_001268165.1 Inf Inf
GCA_018994095.1 Inf Inf
GCA_000785735.3 Inf Inf
GCA_001712715.2 Inf Inf
GCA_022831295.1 Inf 22943
GCA_022831355.1 Inf Inf
GCA_022831775.1 Inf 22987
GCA_022830515.1 Inf 22943
GCA_001712705.2 Inf 3288
GCA_000785725.3 Inf Inf
GCA_013400015.1 4166 Inf
GCA_022831475.1 Inf 22954
GCA_022831385.1 Inf Inf
GCA_022830185.1 140928 22995
GCA_025201895.1 57065 Inf
GCA_022830275.1 Inf 22985
GCA_025217265.1 Inf Inf
GCA_001712645.2 Inf 3291
GCA_021556655.1 Inf 643
GCA_001268145.1 321714 Inf
GCA_000818735.3 Inf 2584
GCA_000798715.1 Inf Inf
GCA_009733145.1 Inf Inf
GCA_009732945.1 Inf Inf
GCA_009732905.1 Inf Inf
GCA_001884845.1 Inf 2584
GCA_900622545.1 Inf Inf
GCA_000696135.1 Inf Inf
GCA_001884805.1 Inf 2581
GCA_000331365.3 Inf 3027
GCA_001187945.1 Inf Inf
GCA_018994065.1 520039 701614
GCA_900622535.1 Inf Inf
GCA_000402015.1 Inf Inf
GCA_027596045.1 Inf Inf
GCA_000180755.1 Inf Inf
GCA_018994105.1 Inf Inf
GCA_027942845.1 45061 4211958
GCA_026319145.1 45071 Inf
GCA_004307905.1 Inf Inf
GCA_004307925.1 151591 41982
GCA_007866325.1 54953 52689
GCA_004307915.1 Inf Inf
GCA_001713695.1 23888 Inf
GCA_001713645.1 23885 Inf
GCA_024761265.1 35897 Inf
GCA_002127715.1 13484 Inf
GCA_024761865.1 8311 Inf
GCA_024761115.1 36098 Inf
GCA_024761915.1 36112 Inf
GCA_024761435.1 36098 Inf
GCA_024761015.1 36098 Inf
GCA_024761335.1 36098 Inf
GCA_024761765.1 13901 Inf
GCA_024760885.1 36121 Inf
GCA_024761375.1 36129 Inf
GCA_024761495.1 9352 30179
GCA_003704645.1 Inf 248882
GCA_024760935.1 36380 Inf
GCA_003704675.1 36578 Inf
GCA_024761655.1 36118 Inf
GCA_024760975.1 Inf Inf
GCA_024761535.1 33478 Inf
GCA_024761635.1 Inf Inf
GCA_024761475.1 32018 Inf
GCA_003704685.1 13485 Inf
GCA_003704615.1 54759 Inf
GCA_024761275.1 30385 Inf
GCA_003704585.1 Inf 22790
GCA_024760895.1 30385 Inf
GCA_024761565.1 30385 Inf
GCA_024761555.1 32742 Inf
GCA_024761455.1 30385 Inf
GCA_024761195.1 13485 Inf
GCA_024761035.1 13485 Inf
GCA_024761295.1 13485 Inf
GCA_024761685.1 30386 Inf
GCA_024761155.1 13485 Inf
GCA_024761105.1 13485 Inf
GCA_024761675.1 13485 Inf
GCA_024761095.1 13485 Inf
GCA_024760925.1 13485 Inf
GCA_024761055.1 13485 Inf
GCA_024761215.1 13485 Inf
GCA_024761885.1 13485 Inf
GCA_024761605.1 30385 Inf
GCA_024760945.1 13485 Inf
GCA_024761695.1 13485 Inf
GCA_003704575.1 Inf Inf
GCA_000687265.1 4841 Inf
GCA_003704345.1 Inf Inf
GCA_003704375.1 Inf Inf
GCA_003704385.1 Inf Inf
GCA_024761515.1 13861 Inf
GCA_024761845.1 Inf Inf
GCA_003704355.1 Inf Inf
GCA_003704595.1 Inf Inf
GCA_024761615.1 Inf Inf
GCA_024761825.1 Inf Inf
GCA_024863865.1 Inf Inf
GCA_024761785.1 Inf Inf
GCA_024762005.1 Inf Inf
GCA_024760995.1 Inf Inf
GCA_024761135.1 Inf Inf
GCA_024762045.1 Inf Inf
GCA_024762025.1 Inf Inf
GCA_024761805.1 Inf Inf
GCA_024761985.1 Inf Inf
GCA_024761965.1 Inf Inf
GCA_024761945.1 Inf Inf
GCA_000150475.2 23900 Inf
GCA_000385595.1 Inf Inf
GCA_000166175.1 10767 Inf
GCA_000827275.1 Inf Inf
GCA_000227395.2 Inf Inf
GCA_000296195.2 Inf 699
GCA_028828025.1 183095 469237
GCA_028828505.1 184524 469003
GCA_028751425.1 183103 469197
GCA_011058885.1 182967 468794
GCA_000326105.1 56530 245106
GCA_000213195.1 113 1052225
GCA_000333075.3 Inf 2715
GCA_934870175.1 Inf Inf
GCA_014049915.1 3722 114250179
GCA_028827255.1 689468 87557
GCA_028827515.1 163258 389579
GCA_028829755.1 96738 197093
GCA_902825445.1 Inf Inf
GCA_004154765.1 Inf 90
GCA_009729455.1 Inf 582882
GCA_004156015.1 452609 90
GCA_004154735.1 Inf 99
GCA_004154845.1 Inf 90
GCA_021730765.1 770862 Inf
GCA_004154745.1 708990 90
GCA_022453505.1 79626 Inf
GCA_902829235.1 Inf Inf
GCA_008330665.1 Inf 1059
GCA_013398495.1 4108 Inf
GCA_014925795.1 252098 438
GCA_013398675.1 4144 Inf
GCA_004168565.1 Inf 90
GCA_004369175.1 115757 Inf
GCA_002105055.1 Inf 99312
GCA_002016555.1 Inf Inf
GCA_021525005.1 Inf Inf
GCA_008330625.1 Inf 1059
GCA_022495055.1 74853 64610
GCA_021223765.1 Inf Inf
GCA_003367725.1 Inf Inf
GCA_024867555.1 379881 Inf
GCA_001447575.1 Inf Inf
GCA_001306435.1 Inf Inf
GCA_008330635.1 Inf 1059
GCA_002307695.1 759037 609473
GCA_001447675.1 Inf Inf
GCA_013398625.1 4077 1537327
GCA_009835175.1 Inf Inf
GCA_001447725.1 Inf Inf
GCA_013398685.1 4136 Inf
GCA_013397215.1 4105 Inf
GCA_013401155.1 4118 Inf
GCA_013396415.1 3213 Inf
GCA_013397355.1 4104 Inf
GCA_000701025.1 Inf Inf
GCA_004014815.1 Inf 66182
GCA_013398535.1 4118 Inf
GCA_000701005.1 680236 Inf
GCA_013398395.1 4049 Inf
GCA_018296325.1 64064 Inf
GCA_001447445.1 Inf Inf
GCA_003795275.1 200236 78635
GCA_018296245.1 Inf Inf
GCA_003704535.1 Inf Inf
GCA_018296285.1 34070 Inf
GCA_018296265.1 Inf Inf
GCA_003843895.1 Inf Inf
GCA_013390085.1 4708 Inf
GCA_013115115.1 Inf Inf
GCA_013115125.1 Inf Inf
GCA_018296345.1 Inf Inf
GCA_018296305.1 Inf Inf
GCA_003958945.1 Inf Inf
GCA_010076325.1 4734 Inf
GCA_020004445.1 5326 Inf
GCA_001266575.1 Inf Inf
GCA_021527745.1 Inf Inf
GCA_001482985.1 Inf Inf
GCA_015252655.1 Inf Inf
GCA_001990785.1 Inf Inf
GCA_001483015.1 Inf Inf
GCA_021527665.1 Inf Inf
GCA_009733085.1 Inf Inf
GCA_027596135.1 Inf Inf
GCA_001742945.1 1428212 1223
GCA_009733065.1 Inf Inf
GCA_021527785.1 Inf Inf
GCA_009732985.1 Inf Inf
GCA_009733125.1 Inf Inf
GCA_009733005.1 Inf Inf
GCA_009733045.1 Inf Inf
GCA_009733105.1 Inf Inf
GCA_009732925.1 Inf Inf
GCA_009733025.1 Inf Inf
GCA_003097735.1 856 Inf
GCA_002197585.2 Inf Inf
GCA_900618435.1 Inf Inf
GCA_003546825.1 Inf Inf
GCA_001645045.2 Inf Inf
GCA_003546765.1 Inf Inf
GCA_016984155.1 Inf Inf
GCA_009428265.1 Inf Inf
GCA_021527805.1 Inf Inf
GCA_020080795.1 Inf Inf
GCA_005125345.1 3846 Inf
GCA_900491785.1 Inf Inf
GCA_900537275.1 Inf Inf
GCA_003546585.1 Inf Inf
GCA_003546565.1 Inf 43628
GCA_905071725.1 Inf Inf
GCA_003546545.1 Inf Inf
GCA_003546625.1 Inf Inf
GCA_003546605.1 Inf Inf
GCA_905071785.1 Inf Inf
GCA_905071705.1 Inf Inf
GCA_003546805.1 Inf Inf
GCA_905071775.1 Inf Inf
GCA_003546785.1 Inf Inf
GCA_026928455.1 Inf Inf
GCA_026937105.1 Inf Inf
GCA_013115895.1 Inf Inf
GCA_013115865.1 Inf Inf
GCA_900618345.1 Inf Inf
GCA_003666305.1 Inf Inf
GCA_009835205.1 Inf Inf
GCA_004155955.1 486097 99
GCA_024322255.1 51738 180639
GCA_004154815.1 Inf 90
GCA_000241205.2 21252 164957
GCA_943846425.1 Inf Inf
GCA_014607435.1 4780 63994
GCA_029286905.1 4203 Inf
GCA_001653215.1 Inf Inf
GCA_022702325.1 31778 1020074
GCA_016748045.1 7420 175321
GCA_002966975.2 Inf 1893
GCA_001563115.1 52078 Inf
GCA_004117975.1 Inf Inf
GCA_018360975.1 Inf Inf
GCA_018360845.1 8571 11024
GCA_018360835.1 6199 Inf
GCA_018360955.1 9573 Inf
GCA_018360655.1 Inf Inf
GCA_018360685.1 Inf Inf
GCA_018360925.1 6189 Inf
GCA_018360745.1 6209 Inf
GCA_018360905.1 6193 Inf
GCA_018360675.1 Inf Inf
GCA_018360475.1 6193 Inf
GCA_000488995.1 Inf Inf
GCA_018360735.1 Inf Inf
GCA_018360855.1 6197 Inf
GCA_018360605.1 Inf Inf
GCA_018360725.1 Inf Inf
GCA_000347355.1 6200 817297
GCA_018360765.1 6210 Inf
GCA_018360755.1 6210 Inf
GCA_018360825.1 6203 Inf
GCA_018360865.1 6209 10917
GCA_018360535.1 9550 Inf
GCA_018360585.1 Inf Inf
GCA_018360565.1 6210 Inf
GCA_018360935.1 6204 Inf
GCA_015529785.1 Inf Inf
GCA_015679595.1 Inf Inf
GCA_015679645.1 Inf Inf
GCA_013634535.1 3635 Inf
GCA_021498335.1 Inf 654627
GCA_000238015.2 290648 164102
GCA_000334475.1 181052 97802
GCA_001592465.1 Inf Inf
GCA_002911725.1 Inf Inf
GCA_000183025.1 Inf Inf
GCA_028826875.1 136048 315063
GCA_001445615.2 23426 114597
GCA_024699835.1 352018 108736
GCA_018906765.1 52111 214946
GCA_018906675.1 52111 214946
GCA_028984885.1 12891 202460
GCA_008065305.1 40420 440652
GCA_024699875.1 290338 314800
GCA_027945395.1 33172 245248
GCA_024699915.1 290107 Inf
GCA_003327735.1 141842 270044
GCA_023510035.1 4 23406
GCA_023510055.1 38 132957
GCA_020744215.1 47477 363336
GCA_002818225.1 181102 96540
GCA_012977835.1 109239 252223
GCA_013201865.1 52496 588808
GCA_025531835.1 Inf Inf
GCA_951284595.1 451001 90
GCA_013201795.1 52445 373897
GCA_013201755.1 52445 593817
GCA_013201745.1 52446 373780
GCA_014188975.1 Inf 1152303
GCA_030142925.1 10723 55657
GCA_004011775.1 11863 293602
GCA_002072265.1 242865 215363
GCA_000340195.1 25207 812780
GCA_027945505.1 568324 421114
GCA_002072245.1 50469 21987
GCA_027945515.1 33156 43226
GCA_022578615.1 75031 308987
GCA_018907675.1 52110 214946
GCA_020184695.1 Inf 134755
GCA_027945495.1 33158 423451
GCA_002894205.1 120975 170495
GCA_010724575.1 Inf Inf
GCA_004522655.2 65217 Inf
GCA_010724635.1 Inf Inf
GCA_010723975.1 Inf Inf
GCA_002307675.1 19512 602731
GCA_000785585.1 10211 Inf
GCA_001975905.1 87512 172400
GCA_010724915.1 Inf Inf
GCA_009193605.1 Inf Inf
GCA_022813035.1 Inf Inf
GCA_015501535.1 Inf Inf
GCA_003521335.2 3170 Inf
GCA_027946415.1 Inf 30033
GCA_010724255.1 Inf Inf
GCA_018342045.1 31077 49432
GCA_013398885.1 4303 Inf
GCA_012656445.1 Inf Inf
GCA_022578905.1 Inf Inf
GCA_001006355.1 87458 Inf
GCA_022578595.1 74128 Inf
GCA_012656435.1 23478 Inf
GCA_012656335.1 23424 Inf
GCA_012656375.1 258517 Inf
GCA_012656395.1 23483 Inf
GCA_021223915.1 3786729 Inf
GCA_003268335.1 Inf 102
GCA_010093995.1 878287 2967
GCA_010724335.1 Inf Inf
GCA_012656455.1 26708 Inf
GCA_022496955.1 Inf Inf
GCA_004768795.1 79427 Inf
GCA_013201765.1 52451 Inf
GCA_004009835.2 85334 106328
GCA_006536005.1 52559 Inf
GCA_013397325.1 4087 Inf
GCA_013398095.1 4249 Inf
GCA_010724135.1 Inf Inf
GCA_003957675.1 144909 Inf
GCA_013399755.1 4938 Inf
GCA_022180325.1 Inf Inf
GCA_022180345.1 Inf Inf
GCA_902177915.1 Inf Inf
GCA_001292635.1 Inf Inf
GCA_013398775.1 1529 18670
GCA_003426265.1 Inf Inf
GCA_911649665.1 1066485 171225
GCA_014281935.1 Inf 98765
GCA_022478745.1 Inf Inf
GCA_030462715.1 Inf Inf
GCA_030504495.1 Inf Inf
GCA_010724795.1 Inf Inf
GCA_030462695.1 Inf Inf
GCA_013399155.1 4763 Inf
GCA_022478735.1 Inf Inf
GCA_013396855.1 4189 Inf
GCA_004802665.1 Inf Inf
GCA_013398435.1 4154 Inf
GCA_013401015.1 7689 Inf
GCA_013398245.1 4829 Inf
GCA_022160275.1 Inf 11125
GCA_006536045.1 Inf Inf
GCA_001855235.1 40205 Inf
GCA_015484485.1 Inf Inf
GCA_004679265.1 Inf Inf
GCA_900618445.1 Inf Inf
GCA_013400395.1 4100 Inf
GCA_001191545.1 224827 102
GCA_001651215.1 Inf 737
GCA_030462655.1 Inf Inf
GCA_030462675.1 32110 114620
GCA_030462665.1 Inf Inf
GCA_001278495.1 271153 336589
GCA_030462685.1 Inf Inf
GCA_029590635.1 Inf Inf
GCA_003203555.1 Inf Inf
GCA_001420675.1 4484 Inf
GCA_001683725.1 Inf Inf
GCA_900519155.1 23728 14269
GCA_905250095.1 Inf Inf
GCA_015679485.1 Inf Inf
GCA_015679425.1 Inf Inf
GCA_000286035.1 23137 Inf
GCA_027627345.1 Inf Inf
GCA_000938895.1 Inf Inf
GCA_015679405.1 43187 Inf
GCA_003546525.1 Inf Inf
GCA_015502505.1 Inf Inf
GCA_027595895.1 Inf Inf
GCA_900618505.1 Inf Inf
GCA_001883805.1 Inf Inf
GCA_004325075.1 Inf Inf
GCA_015852415.1 Inf Inf
GCA_009428285.1 Inf Inf
GCA_016984195.1 2653 Inf
GCA_002249905.1 Inf Inf
GCA_004325045.1 Inf Inf
GCA_900537205.1 Inf Inf
GCA_015852395.1 Inf Inf
GCA_905071715.1 Inf Inf
GCA_905071755.1 Inf Inf
GCA_009731375.1 Inf Inf
GCA_015679495.1 Inf Inf
GCA_910591605.1 2484 Inf
GCA_008795845.1 3862 Inf
GCA_910592045.1 Inf Inf
GCA_003611195.1 Inf Inf
GCA_003611215.1 Inf Inf
GCA_000442495.1 Inf Inf
GCA_900618515.1 Inf Inf
GCA_024509225.1 4779 Inf
GCA_003033665.1 84276 44034
GCA_022712995.1 37369 1155168
GCA_900343105.1 12263 333869
GCA_030347535.1 195769 329838
GCA_026184555.1 309927 43982
GCA_001700775.1 9988 1030
GCA_020310725.1 13256 2191670
GCA_030247865.1 10641 Inf
GCA_000441935.1 107479 Inf
GCA_004918485.1 42894 64097
GCA_004918075.1 42882 64110
GCA_004918905.1 Inf 64111
GCA_004917925.1 42896 64113
GCA_004918925.1 14794 64116
GCA_004918805.1 42886 64117
GCA_004918835.1 42887 Inf
GCA_004918635.1 42886 64117
GCA_004918645.1 42886 64117
GCA_004918985.1 42886 64117
GCA_004918605.1 42872 64113
GCA_004917975.1 42886 64116
GCA_004918025.1 42884 64116
GCA_004917935.1 43958 64113
GCA_004918155.1 14810 64112
GCA_004918915.1 14810 64112
GCA_004918005.1 14794 64116
GCA_004918795.1 42889 64114
GCA_004919005.1 14794 64129
GCA_004917965.1 42889 64106
GCA_004918515.1 42887 Inf
GCA_004918665.1 14794 64126
GCA_004918525.1 42903 61562
GCA_004918995.1 Inf 64122
GCA_004918725.1 43984 64110
GCA_001950575.1 5913 29615
GCA_013400095.1 4679 Inf
GCA_001750085.1 Inf 104340
GCA_000312925.2 390 Inf
GCA_000349385.1 37360 Inf
GCA_001078535.1 Inf Inf
GCA_012182645.1 29649 Inf
GCA_012182655.1 29417 Inf
GCA_027595875.1 Inf Inf
GCA_000209485.1 Inf Inf
GCA_001720235.1 248501 165140
GCA_003813205.1 346547 9795
GCA_001651415.1 227070 Inf
GCA_000732565.1 Inf 42070
GCA_000622975.1 Inf Inf
GCA_000730325.1 34929 42052
GCA_003073295.1 160931 11750
GCA_003790465.1 148066 Inf
GCA_000732765.1 Inf 42037
GCA_000827425.1 Inf Inf
GCA_000616785.1 Inf Inf
GCA_000430065.1 Inf Inf
GCA_022836595.1 51108 280708
GCA_028828735.1 119805 585633
GCA_022836575.1 51300 286391
GCA_028829005.1 119734 579269
GCA_028829745.1 120423 588940
GCA_028828795.1 119722 579161
GCA_028828825.1 117289 630149
GCA_028828745.1 119807 585620
GCA_022598685.1 Inf 138053
GCA_022598625.1 Inf 148458
GCA_022598595.1 Inf 550431
GCA_019650175.1 Inf Inf
GCA_021650745.2 813 137206
GCA_029203985.1 Inf 874154
GCA_030267485.1 Inf Inf
GCA_030267705.1 1512556 Inf
GCA_022829195.1 380401 158296
GCA_022385585.1 74867 759767
GCA_911174945.1 131305 81177
GCA_023065755.1 74522 Inf
GCA_023515725.1 163147 Inf
GCA_911174955.1 150220 81176
GCA_022829225.1 Inf 158301
GCA_000524515.1 76859 Inf
GCA_911150065.1 549475 81153
GCA_017788925.1 Inf Inf
GCA_911150075.1 151126 81125
GCA_902825255.1 1727 Inf
GCA_022578685.1 79504 178970
GCA_027601485.1 Inf 209497
GCA_003012315.1 Inf 836887
GCA_001625265.1 51131 Inf
GCA_027600685.1 Inf 89661
GCA_024663415.1 Inf 48570
GCA_009176395.1 109321 Inf
GCA_025399175.1 250835 Inf
GCA_921012115.1 129191 Inf
GCA_006981985.1 583604 606971
GCA_022578675.1 84618 Inf
GCA_003012295.1 Inf Inf
GCA_027602705.1 21913 Inf
GCA_027578975.1 48258 Inf
GCA_019201745.1 3860 Inf
GCA_021193595.1 22659 Inf
GCA_905237095.1 Inf Inf
GCA_000814945.1 10230 Inf
GCA_001447425.1 Inf Inf
GCA_016758935.1 Inf Inf
GCA_002234975.2 Inf Inf
GCA_027243965.1 2972 363138
GCA_010077915.1 4728 Inf
GCA_013399655.1 4130 Inf
GCA_027886465.1 Inf Inf
GCA_900119595.1 10552 Inf
GCA_027886345.1 Inf 11861
GCA_002382835.1 Inf Inf
GCA_027243975.1 2972 Inf
GCA_016584185.1 Inf Inf
GCA_003012105.1 Inf Inf
GCA_027886315.1 Inf 17988
GCA_016098135.1 4384 Inf
GCA_027604165.1 Inf Inf
GCA_019633555.1 Inf Inf
GCA_000966595.1 65769 Inf
GCA_024243705.1 12742 Inf
GCA_027604085.1 Inf Inf
GCA_027917355.1 Inf Inf
GCA_001645055.2 Inf Inf
GCA_019633545.1 Inf Inf
GCA_027886495.1 Inf Inf
GCA_027578895.1 Inf Inf
GCA_027886735.1 Inf Inf
GCA_027917365.1 Inf Inf
GCA_027886695.1 Inf 10958
GCA_000265015.1 Inf 448041
GCA_905321285.1 Inf Inf
GCA_024243815.1 Inf Inf
GCA_905261645.1 Inf Inf
GCA_024243895.1 3270 Inf
GCA_905273325.1 Inf Inf
GCA_027579385.1 Inf Inf
GCA_905319835.1 Inf Inf
GCA_015502565.1 Inf Inf
GCA_905321535.1 Inf Inf
GCA_024243685.1 12730 Inf
GCA_024243925.1 Inf Inf
GCA_027604745.1 Inf Inf
GCA_900199415.2 Inf Inf
GCA_015849275.1 Inf Inf
GCA_002897355.1 49870 27138
GCA_900169345.1 Inf 255389
GCA_027579565.1 Inf Inf
GCA_015847195.1 Inf Inf
GCA_027603655.1 Inf Inf
GCA_015852375.1 Inf Inf
GCA_015499975.1 Inf Inf
GCA_905332145.1 Inf Inf
GCA_027579785.1 196473 Inf
GCA_016098015.1 Inf Inf
GCA_002148645.1 Inf Inf
GCA_027575665.1 Inf Inf
GCA_015852435.1 Inf Inf
GCA_003990765.1 Inf Inf
GCA_016097925.1 Inf Inf
GCA_016097885.1 Inf Inf
GCA_016097945.1 Inf Inf
GCA_026229895.1 Inf Inf
GCA_027577055.1 Inf Inf
GCA_905332155.1 Inf Inf
GCA_030272655.1 Inf Inf
GCA_016097865.1 Inf Inf
GCA_015852335.1 Inf Inf
GCA_027579345.1 Inf Inf
GCA_015847225.1 Inf Inf
GCA_910592245.1 Inf Inf
GCA_027579195.1 Inf Inf
GCA_027579355.1 Inf Inf
GCA_027579645.1 Inf Inf
GCA_027575875.1 Inf Inf
GCA_027579325.1 Inf Inf
GCA_002087875.1 Inf Inf
GCA_027579585.1 Inf Inf
GCA_027579485.1 Inf Inf
GCA_027575835.1 Inf Inf
GCA_027579955.1 Inf Inf
GCA_027579625.1 Inf Inf
GCA_905332115.1 Inf Inf
GCA_905332135.1 Inf Inf
GCA_905332125.1 Inf Inf
GCA_017911135.1 82590 12191
GCA_000507485.3 48757 312184
GCA_000507885.2 49273 Inf
GCA_900322975.1 262805 52279
GCA_024244335.1 12736 59644
GCA_024244225.1 302600 4762
GCA_024244315.1 176709 64137
GCA_024244585.1 176709 64139
GCA_024244235.1 176709 64139
GCA_024244305.1 176709 64139
GCA_024244255.1 161130 4761
GCA_024244275.1 298181 64145
GCA_004324935.1 7851 67570
GCA_004917865.1 Inf 57785
GCA_004918305.1 Inf 57764
GCA_004918405.1 Inf 57764
GCA_004918655.1 Inf 57764
GCA_004918735.1 Inf 57764
GCA_004918885.1 Inf 57764
GCA_004918235.1 Inf 58139
GCA_004918455.1 Inf 57797
GCA_000616865.1 30633 Inf
GCA_004917895.1 Inf 57797
GCA_004325055.1 7851 67571
GCA_004918445.1 Inf 57796
GCA_004918315.1 Inf 57807
GCA_004917845.1 Inf 57765
GCA_004918895.1 Inf 57778
GCA_004918015.1 Inf 57795
GCA_004918065.1 Inf 58093
GCA_004918625.1 Inf 57800
GCA_004918345.1 Inf 57765
GCA_000190615.1 67140 49538
GCA_004918745.1 Inf 57764
GCA_004918415.1 Inf 57800
GCA_004324945.1 7851 67571
GCA_010093985.1 106789 9246
GCA_027924085.1 Inf Inf
GCA_027924065.1 Inf Inf
GCA_024243695.1 89578 Inf
GCA_024243675.1 89506 Inf
GCA_024243875.1 89588 Inf
GCA_024243855.1 89600 Inf
GCA_024243715.1 89578 Inf
GCA_024243795.1 89588 61266
GCA_004918335.1 Inf 57734
GCA_027924045.1 Inf Inf
GCA_004918755.1 Inf Inf
GCA_030267805.1 Inf 1259
GCA_000827335.1 275357 1002067
GCA_000344705.1 Inf Inf
GCA_000385855.2 Inf Inf
GCA_000492115.1 Inf Inf
GCA_904067145.1 488088 308436
GCA_028827775.1 47557 72840
GCA_028826755.1 25280 1248368
GCA_028827875.1 261468 366205
GCA_028827425.1 47215 375431
GCA_028827865.1 323782 91099
GCA_028826995.1 119245 75365
GCA_028826765.1 2702 753923
GCA_028827005.1 2702 756697
GCA_028827235.1 74839 75385
GCA_028826785.1 2702 755417
GCA_028828265.1 462744 71453
GCA_028828985.1 126 121258
GCA_002276285.1 40789 342483
GCA_024291795.1 124336 49498
GCA_938049765.3 173794 502977
GCA_028828335.1 2834 527496
GCA_019650255.1 Inf 265139
GCA_028828565.1 140351 203437
GCA_900096595.1 259609 201455
GCA_028892595.1 291301 Inf
GCA_019202925.1 92539 867
GCA_025209375.1 35986 1743
GCA_900100905.1 574 33213
GCA_900120095.1 10736 124986
GCA_022627115.1 65798 313390
GCA_027945235.1 622756 69841
GCA_014898555.1 126628 Inf
GCA_911456365.1 32919 32148
GCA_019207325.1 74190 36344
GCA_019206915.1 8280 36343
GCA_002072405.1 379121 403425
GCA_019207125.1 74189 36344
GCA_019207205.1 74190 36344
GCA_019207315.1 8280 36343
GCA_019207415.1 8280 36344
GCA_019207185.1 8280 36345
GCA_019206905.1 74189 36344
GCA_019207235.1 74187 36344
GCA_019207165.1 74190 36344
GCA_019207405.1 8280 36344
GCA_019206985.1 74190 36344
GCA_019207295.1 74191 36344
GCA_019207435.1 8280 36345
GCA_911197325.1 32921 32148
GCA_903987035.1 28287 410327
GCA_911174905.1 27379 32148
GCA_911175275.1 27379 32148
GCA_019206925.1 74191 36344
GCA_019207265.1 74190 36344
GCA_019206965.1 74191 36344
GCA_019207005.1 8280 36344
GCA_019207365.1 74190 36344
GCA_019207175.1 74190 36344
GCA_019207375.1 8280 36344
GCA_030553185.1 80375 468916
GCA_911639275.1 40866 165082
GCA_900660285.1 562511 Inf
GCA_013201785.1 52523 Inf
GCA_005059855.1 Inf 213105
GCA_030411835.1 33074 215859
GCA_911175135.1 32921 32148
GCA_911197295.1 27379 32148
GCA_911175095.1 27127 32148
GCA_911197205.1 40628 Inf
GCA_911197365.1 40628 Inf
GCA_030411865.1 144730 213105
GCA_911197195.1 85794 Inf
GCA_911197175.1 40628 Inf
GCA_911174925.1 167109 Inf
GCA_002072345.1 105650 185949
GCA_002900925.1 113525 96118
GCA_030553405.1 33074 215819
GCA_911197305.1 41330 Inf
GCA_030411825.1 33074 215853
GCA_911174965.1 Inf Inf
GCA_002894225.1 63537 Inf
GCA_026319215.1 52460 Inf
GCA_026319245.1 52465 Inf
