GC Protein human_name arabidopsis_name organism
GCA_022830245.1 KAI2036448.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022830665.1 KAI2091707.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022829945.1 KAI1964501.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022829945.1 KAI1971751.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_030512405.1 KAK0688710.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Pygoscelis papua"
GCA_010090195.1 KAF1674784.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Pygoscelis papua"
GCA_022830445.1 KAI2054209.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022831625.1 KAI2313248.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022831625.1 KAI2326136.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_014065215.1 KAG0132969.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Tuber indicum"
GCA_014065215.1 KAG0133197.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Tuber indicum"
GCA_022830545.1 KAI2088643.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022830125.1 KAI1985066.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022830695.1 KAI2089483.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_001006365.1 KKY33147.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Diaporthe ampelina"
GCA_022830215.1 KAI2015695.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022830215.1 KAI2010496.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_020617715.1 KAH6583996.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Batrachochytrium salamandrivorans"
GCA_020617715.1 KAH6581275.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Batrachochytrium salamandrivorans"
GCA_020617195.1 KAH6567900.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Batrachochytrium salamandrivorans"
GCA_020617195.1 KAH6565697.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 6 [Arabidopsis thaliana]" "Batrachochytrium salamandrivorans"
GCA_020617195.1 KAH6563622.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Batrachochytrium salamandrivorans"
GCA_020617195.1 KAH6563623.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Batrachochytrium salamandrivorans"
GCA_022831805.1 KAI2364189.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_001275765.2 KXX76357.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Madurella mycetomatis"
GCA_020617725.1 KAH6572868.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Batrachochytrium salamandrivorans"
GCA_020617725.1 KAH6563185.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 6 [Arabidopsis thaliana]" "Batrachochytrium salamandrivorans"
GCA_022832145.1 KAI2460333.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022832145.1 KAI2460619.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022832045.1 KAI2411527.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022832045.1 KAI2416798.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_001707905.2 RLN21458.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Phytophthora kernoviae"
GCA_001707905.2 RLN14597.1 "DNA mismatch repair protein Msh2" "MUTS-homologue 5 [Arabidopsis thaliana]" "Phytophthora kernoviae"
GCA_001268165.1 CRK43285.1 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Verticillium longisporum"
GCA_001268165.1 CRK46334.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Verticillium longisporum"
GCA_001268165.1 CRK49024.1 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Verticillium longisporum"
GCA_001268165.1 CRK37274.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Verticillium longisporum"
GCA_001268165.1 CRK12878.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Verticillium longisporum"
GCA_001268165.1 CRK12872.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Verticillium longisporum"
GCA_001268165.1 CRK46024.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Verticillium longisporum"
GCA_018994095.1 KAG7130092.1 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Verticillium longisporum"
GCA_018994095.1 KAG7132555.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Verticillium longisporum"
GCA_018994095.1 KAG7128962.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Verticillium longisporum"
GCA_018994095.1 KAG7114581.1 "DNA mismatch repair protein Msh6" "MUTS homolog 2 [Arabidopsis thaliana]" "Verticillium longisporum"
GCA_018994095.1 KAG7131201.1 "DNA mismatch repair protein Msh2" "MUTS homolog 7 [Arabidopsis thaliana]" "Verticillium longisporum"
GCA_000785735.3 KAG2528228.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Phytophthora kernoviae"
GCA_000785735.3 KAG2513491.1 "DNA mismatch repair protein Msh2" "MUTS-homologue 5 [Arabidopsis thaliana]" "Phytophthora kernoviae"
GCA_001712715.2 RLN81877.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Phytophthora kernoviae"
GCA_001712715.2 RLN74937.1 "DNA mismatch repair protein Msh2" "MUTS-homologue 5 [Arabidopsis thaliana]" "Phytophthora kernoviae"
GCA_022831295.1 KAI2256907.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022831295.1 KAI2262730.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022831355.1 KAI2290830.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022831355.1 KAI2295339.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022831775.1 KAI2397908.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022831775.1 KAI2406423.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022830515.1 KAI2068233.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_001712705.2 RLN65083.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Phytophthora kernoviae"
GCA_001712705.2 RLN54121.1 "DNA mismatch repair protein Msh2" "MUTS-homologue 5 [Arabidopsis thaliana]" "Phytophthora kernoviae"
GCA_000785725.3 KAG2529884.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Phytophthora kernoviae"
GCA_000785725.3 KAG2509925.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS-homologue 5 [Arabidopsis thaliana]" "Phytophthora kernoviae"
GCA_022831475.1 KAI2287889.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022831385.1 KAI2300631.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022831385.1 KAI2308694.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022830185.1 KAI1984243.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_025201895.1 KAI9065630.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Trametes sanguinea"
GCA_025201895.1 KAI9057141.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Trametes sanguinea"
GCA_022830275.1 KAI2028947.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_022830275.1 KAI2034167.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Ophidiomyces ophidiicola"
GCA_025217265.1 KAI8121235.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Lucilia cuprina"
GCA_025217265.1 KAI8121234.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Lucilia cuprina"
GCA_001712645.2 RLN64517.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Phytophthora kernoviae"
GCA_001712645.2 RLN51759.1 "DNA mismatch repair protein Msh2" "MUTS-homologue 5 [Arabidopsis thaliana]" "Phytophthora kernoviae"
GCA_001268145.1 CRK42237.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Verticillium longisporum"
GCA_001268145.1 CRK30687.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Verticillium longisporum"
GCA_001268145.1 CRK42242.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Verticillium longisporum"
GCA_001268145.1 CRK33705.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Verticillium longisporum"
GCA_000818735.3 RWW32534.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ensete ventricosum"
GCA_000818735.3 RWW34228.1 "DNA mismatch repair protein Msh6" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Ensete ventricosum"
GCA_000818735.3 RWW30468.1 "DNA mismatch repair protein Msh2" "MUTS homolog 7 [Arabidopsis thaliana]" "Ensete ventricosum"
GCA_000818735.3 RWW32527.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ensete ventricosum"
GCA_000798715.1 KHJ31578.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Erysiphe necator"
GCA_009733145.1 KAE9357846.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Phytophthora rubi"
GCA_009733145.1 KAE9316707.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Phytophthora rubi"
GCA_009732945.1 KAE9046799.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Phytophthora rubi"
GCA_009732945.1 KAE8997409.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Phytophthora rubi"
GCA_009732905.1 KAE9052209.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Phytophthora rubi"
GCA_009732905.1 KAE9001170.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Phytophthora rubi"
GCA_001884845.1 RZR78531.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ensete ventricosum"
GCA_001884845.1 RZR78338.1 "DNA mismatch repair protein Msh6" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Ensete ventricosum"
GCA_001884845.1 RZR79909.1 "DNA mismatch repair protein Msh2" "MUTS homolog 7 [Arabidopsis thaliana]" "Ensete ventricosum"
GCA_001884845.1 RZR78532.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ensete ventricosum"
GCA_900622545.1 VDM25111.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Toxocara canis"
GCA_000696135.1 KDN65656.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Colletotrichum sublineola"
GCA_000696135.1 KDN71123.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Colletotrichum sublineola"
GCA_001884805.1 RWW90912.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 6 [Arabidopsis thaliana]" "Ensete ventricosum"
GCA_001884805.1 RWW71265.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ensete ventricosum"
GCA_001884805.1 RWW89648.1 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Ensete ventricosum"
GCA_001884805.1 RWW84813.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Ensete ventricosum"
GCA_001884805.1 RWW89646.1 "DNA mismatch repair protein Msh2" "MUTS homolog 7 [Arabidopsis thaliana]" "Ensete ventricosum"
GCA_001884805.1 RWW71267.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ensete ventricosum"
GCA_000331365.3 RRT81519.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ensete ventricosum"
GCA_000331365.3 RRT75972.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "DNA mismatch repair protein MutS, type 2 [Arabidopsis thaliana]" "Ensete ventricosum"
GCA_000331365.3 RRT85867.1 "DNA mismatch repair protein Msh2" "MUTS homolog 7 [Arabidopsis thaliana]" "Ensete ventricosum"
GCA_000331365.3 RRT81520.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ensete ventricosum"
GCA_001187945.1 KNC25309.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Lucilia cuprina"
GCA_018994065.1 KAG7122633.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Verticillium longisporum"
GCA_018994065.1 KAG7121899.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Verticillium longisporum"
GCA_018994065.1 KAG7105739.1 "DNA mismatch repair protein Msh2" "MUTS homolog 7 [Arabidopsis thaliana]" "Verticillium longisporum"
GCA_900622535.1 VDM13069.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Wuchereria bancrofti"
GCA_000402015.1 EPB66150.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ancylostoma ceylanicum"
GCA_000402015.1 EPB66376.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Ancylostoma ceylanicum"
GCA_027596045.1 KAJ3005124.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Trametes sanguinea"
GCA_027596045.1 KAJ3004397.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Trametes sanguinea"
GCA_000180755.1 EJW87028.1 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Wuchereria bancrofti"
GCA_018994105.1 KAG7151333.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Verticillium longisporum"
GCA_018994105.1 KAG7140502.1 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Verticillium longisporum"
GCA_018994105.1 KAG7140504.1 "DNA mismatch repair protein Msh6" "MUTS homolog 7 [Arabidopsis thaliana]" "Verticillium longisporum"
GCA_027942845.1 KAJ3940863.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Colletotrichum fioriniae"
GCA_027942845.1 KAJ3948076.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 6 [Arabidopsis thaliana]" "Colletotrichum fioriniae"
GCA_026319145.1 KAJ0322279.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Colletotrichum fioriniae"
GCA_026319145.1 KAJ0330397.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 6 [Arabidopsis thaliana]" "Colletotrichum fioriniae"
GCA_004307905.1 TBU61130.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Dichomitus squalens"
GCA_004307905.1 TBU64894.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Dichomitus squalens"
GCA_004307925.1 TBU23620.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Dichomitus squalens"
GCA_004307925.1 TBU35074.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Dichomitus squalens"
GCA_007866325.1 TWU78157.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Metarhizium rileyi"
GCA_007866325.1 TWU76866.1 "DNA mismatch repair protein Msh2" "MUTS homolog 6 [Arabidopsis thaliana]" "Metarhizium rileyi"
GCA_004307915.1 TBU37805.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Dichomitus squalens"
GCA_004307915.1 TBU49692.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Dichomitus squalens"
GCA_001713695.1 ODH48545.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Paracoccidioides brasiliensis"
GCA_001713645.1 ODH34729.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Paracoccidioides brasiliensis"
GCA_024761265.1 KAI7086663.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Hortaea werneckii"
GCA_024761265.1 KAI7083070.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Hortaea werneckii"
GCA_002127715.1 OTA39743.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Hortaea werneckii EXF-2000"
GCA_002127715.1 OTA34839.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Hortaea werneckii EXF-2000"
GCA_002127715.1 OTA32200.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS-like protein 4 [Arabidopsis thaliana]" "Hortaea werneckii EXF-2000"
GCA_002127715.1 OTA29379.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS-like protein 4 [Arabidopsis thaliana]" "Hortaea werneckii EXF-2000"
GCA_024761865.1 KAI7489726.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Hortaea werneckii"
GCA_024761865.1 KAI7468416.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS-like protein 4 [Arabidopsis thaliana]" "Hortaea werneckii"
GCA_024761115.1 KAI6992628.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Hortaea werneckii"
GCA_024761115.1 KAI6989602.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Hortaea werneckii"
GCA_024761915.1 KAI7509545.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Hortaea werneckii"
GCA_024761915.1 KAI7507192.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Hortaea werneckii"
GCA_024761435.1 KAI7173439.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Hortaea werneckii"
GCA_024761435.1 KAI7170668.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Hortaea werneckii"
GCA_024761015.1 KAI6883665.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Hortaea werneckii"
GCA_024761015.1 KAI6881549.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Hortaea werneckii"
GCA_024761335.1 KAI7145068.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Hortaea werneckii"
GCA_024761335.1 KAI7143212.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Hortaea werneckii"
GCA_024761765.1 KAI7504085.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Hortaea werneckii"
GCA_024761765.1 KAI7496024.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Hortaea werneckii"
GCA_024760885.1 KAI6796125.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Hortaea werneckii"
GCA_024760885.1 KAI6792343.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Hortaea werneckii"
GCA_024761375.1 KAI7189789.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Hortaea werneckii"
GCA_024761375.1 KAI7186746.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Hortaea werneckii"
GCA_024761495.1 KAI7236112.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Hortaea werneckii"
GCA_024761495.1 KAI7232394.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Hortaea werneckii"
GCA_003704645.1 RMY90789.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Hortaea werneckii"
GCA_003704645.1 RMY83505.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Hortaea werneckii"
GCA_024760935.1 KAI6861602.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Hortaea werneckii"
GCA_024760935.1 KAI6859687.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS-like protein 4 [Arabidopsis thaliana]" "Hortaea werneckii"
GCA_003704675.1 RMZ10476.1 "DNA mismatch repair protein Msh2" "MUTS homolog 2 [Arabidopsis thaliana]" "Hortaea werneckii"
GCA_003704675.1 RMZ09956.1 "DNA mismatch repair protein Msh3 [Homo sapiens]" "MUTS homolog 2 [Arabidopsis thaliana]" "Hortaea werneckii"
