a,c,d,e,f,g,k,l,m,n,q,r,s,t,v,w,y,h,i,p,GC,u,x,j,z,b
590945,242628,476982,576141,421402,455994,550275,882136,220414,458563,389063,515578,765990,484228,589096,110740,283692,227240,509689,397488,GCA_001447595.1,,208,,,
153337,32584,200740,208313,137530,154559,240598,283593,54379,259111,126820,117553,319355,183756,156734,25839,106082,59507,228805,130617,GCA_002008075.1,,36,,,
147332,32496,197915,205937,134997,150011,238253,278045,54225,269030,125540,113116,316631,183532,150010,25604,104733,56826,232686,126816,GCA_002008085.1,,70,,,
146995,32343,196644,204968,133968,149441,235889,275720,54036,265022,124419,112542,314367,182951,149574,25546,103978,56403,230373,126027,GCA_002008065.1,,73,,,
147260,32304,197007,205522,134037,149549,236286,275639,54055,266968,125198,112676,314825,183593,149678,25482,103879,56530,230497,126420,GCA_002008095.1,,37,,,
137197,29710,179866,188408,122031,137740,214712,251309,49856,235490,113639,103817,288271,167929,139139,23412,94661,51577,208327,115891,GCA_002007995.1,,88,,,
633699,122669,390518,416150,263245,402651,345231,637433,177019,247268,299116,434582,528765,403467,493456,87200,177247,186044,298150,332525,GCA_027925865.1,,2519,25,31,60
300620,113629,267452,322889,219099,249257,309396,469146,127818,260949,209930,282441,411789,281280,294994,55189,163808,121967,338320,208708,GCA_900618355.1,,203,,,
196599,76188,167267,229048,126687,188375,213308,308667,76109,143896,151789,168625,280359,186052,203255,37914,93939,84858,169429,167127,GCA_016984135.1,,914,,,
376122,104460,249779,310874,195820,290797,232087,485789,105643,194456,197286,309641,449861,290320,320647,53651,128899,122065,238528,288249,GCA_900618005.1,,229,,,
177784,28591,166163,179643,115769,148495,182132,254280,56297,124343,110043,123791,232576,171092,169807,28884,86529,60642,160501,126764,GCA_003205855.1,,123,,,
515664,47192,301049,305055,185148,366688,223545,379788,93833,170376,172314,320701,461769,282767,376011,59500,129638,114699,221394,267637,GCA_029606385.1,,4,,,
729449,251590,574753,816030,405076,690642,685475,1061011,265031,458938,547899,606301,970279,634934,707418,126031,319945,290670,519271,621232,GCA_004119895.1,,12045,,,
619772,182180,520886,627708,413228,616868,618399,924367,243230,466341,359406,497812,868525,487186,641261,121406,282638,232125,547536,462791,GCA_006013705.1,,30,,,
559834,47136,285135,289482,160223,397397,203726,440357,95963,156102,213093,336898,487137,302673,296548,59874,104526,125898,196520,331452,GCA_001645005.2,,145,,,
547734,45445,278362,285629,155295,392030,202249,427037,94296,155362,209693,324787,481274,297075,287145,57401,102177,121257,192144,322140,GCA_905068135.1,,3045,,,
554317,46311,282384,289034,157681,395912,205437,432669,95221,157095,211774,328800,486595,300912,290580,58413,103641,122818,194061,326426,GCA_905072865.1,,1181,,,
549972,46178,279460,286235,156480,392968,203204,429754,94506,156199,210156,326349,482807,298457,288475,57948,102881,122196,192913,324366,GCA_905071745.1,,3697,,,
540098,44922,274462,281243,153742,384791,199458,421179,92849,153099,206074,319230,472878,292463,283334,56786,101016,119238,189360,316826,GCA_905071735.1,,1078,,,
137417,29422,179656,186235,121428,139834,212064,252698,50956,227033,109392,105026,278094,162009,141743,23470,94429,52489,203757,114811,GCA_030267585.1,,,,,
135897,28535,176823,182996,117801,137644,207626,246414,50737,221567,110410,103606,274107,159541,139231,22879,91779,51881,197479,113901,GCA_030267665.1,,,,,
122988,26175,163652,170095,108185,125192,191425,225793,47632,210753,100132,93202,249370,146732,124701,21472,84967,46044,186946,102372,GCA_030267685.1,,,,,
74990,14901,94681,97415,59286,77021,105703,125606,29971,110314,56583,55632,139068,83358,76214,12579,47785,27482,100388,60643,GCA_030267825.1,,,,,
50053,9869,63006,63977,38086,51769,67199,81101,21272,74874,38371,35826,90847,55099,49994,8250,31379,18001,66465,40241,GCA_030267845.1,,,,,
394601,73742,325244,315157,194874,284447,281753,473127,145049,227032,270401,297692,441909,337426,318682,65057,170342,155325,287796,281379,GCA_000945115.1,,4,,,
414995,36145,233063,222486,127659,274133,177655,342159,76060,126525,167585,251504,396533,231963,230963,45688,87648,94458,157777,237983,GCA_030142165.1,,,,,
166358,32796,147428,173278,109867,136167,167913,256762,53430,116828,103990,128631,214272,137923,161572,27308,87756,55261,143576,117934,GCA_019207725.1,,10,,,
166089,32717,147305,173120,109851,135667,167669,256729,53436,116618,103909,128507,213396,137631,161366,27288,87649,55125,143406,117873,GCA_019208005.1,,3,,,
187619,39395,165480,190626,123658,158553,179598,292832,59888,130368,114578,147191,256012,156047,191049,33102,91247,63294,157898,131623,GCA_020536115.1,,,,,
166296,32699,147287,173054,109926,135995,167641,256829,53489,116671,103944,128560,214001,137799,161466,27249,87700,55100,143579,117950,GCA_019207815.1,,67,,,
165556,32549,146860,172623,109498,135547,167096,255742,53190,116372,103584,128047,213337,137295,160788,27151,87378,54912,142908,117516,GCA_019207965.1,,41,,,
165354,32520,146642,172441,109240,135103,166915,255441,53140,116164,103529,128023,212965,137130,160491,27092,87229,54793,142717,117401,GCA_019207715.1,,6,,,
165980,32630,147103,172801,109807,135667,167396,256296,53395,116559,103744,128291,213839,137614,161149,27270,87581,55008,143325,117770,GCA_019207825.1,,7,,,
165524,32503,146803,172612,109484,135370,167071,255703,53190,116295,103625,128079,213446,137368,160773,27111,87380,54954,142871,117506,GCA_019207735.1,,75,,,
165643,32568,146766,172531,109470,135336,166988,255680,53236,116294,103631,128181,213291,137281,160766,27152,87375,54844,142843,117552,GCA_019207905.1,,7,,,
165037,32484,146512,172189,109201,134933,166711,255258,53154,116105,103449,127998,212498,136915,160360,27037,87069,54817,142548,117307,GCA_019207835.1,,136,,,
165483,32479,146913,172670,109457,135205,166920,255726,53251,116251,103438,128111,212730,137125,160799,27203,87317,54873,142730,117512,GCA_019208045.1,,46,,,
92714,23881,132715,147256,102096,92119,190460,204143,45206,164169,78115,65482,176688,117458,113837,17475,82174,38243,158935,71471,GCA_001747055.1,,10831,213,156,585
92788,24044,133381,147809,102594,91768,191957,205384,45626,165725,78565,66041,177200,116748,114195,17347,82300,38594,160109,71226,GCA_009805765.1,,13,,,
91867,23784,132061,146233,101285,90729,189975,203045,45211,163821,77733,65466,174922,114994,112897,17148,81265,38244,158123,70659,GCA_009805715.1,,116,,,
455450,52492,285904,310863,180075,342579,254978,424397,107912,180942,202585,289744,384215,297605,303487,71009,137913,115028,230551,293840,GCA_019721275.1,,,,,
92593,24061,133203,147402,102533,91587,191566,205016,45590,165418,78320,65934,176645,116530,114104,17364,82278,38551,159920,71285,GCA_009805785.1,,52,,,
958069,183780,631542,749075,418869,650920,582114,1056070,274563,408556,479626,703479,938693,664419,778437,132755,289036,260193,477289,520391,GCA_000509465.1,,,,,
959490,183639,632420,750211,419156,652407,581632,1058857,274661,409047,479396,703806,939424,665787,779355,132577,289010,260765,478779,520701,GCA_000509525.1,,,,,
958818,183479,632956,749974,419360,651976,581735,1057128,274544,408991,479303,703897,939674,664870,779188,132753,288844,260302,477316,521572,GCA_000509505.1,,,,,
955286,183121,630210,747767,418691,649125,580238,1055753,274020,407589,478779,701530,936561,662164,777462,132419,287704,259987,477024,519091,GCA_000509485.1,,,,,
367949,79968,327422,391064,235322,286665,378932,544970,143462,273138,272465,281176,461809,352128,347791,68198,197126,148775,354089,271166,GCA_003325415.1,,1,,,
329523,56565,257676,272844,165070,243953,252169,386958,106332,202511,199591,225363,369950,260191,263158,53055,138439,107311,247990,221968,GCA_027595865.1,,579,,,
592629,92893,378376,408317,247907,452037,337503,584353,156745,248345,274983,413499,549033,412313,409467,101080,187311,170265,326638,408151,GCA_020569285.1,,,,,
591493,92874,377262,407410,247297,451306,336462,582653,156427,247698,274262,412548,547970,411333,408681,101019,186919,170171,325598,407581,GCA_020573595.1,,65,,,
597126,93899,381437,411393,249700,455084,340120,588893,157942,249998,277494,417128,553516,415701,412643,102080,188804,171975,328702,410987,GCA_020578205.1,,67,,,
591947,92993,377953,408014,247860,451474,336944,583618,156567,248095,274618,413088,548726,411709,409213,101141,186983,170218,326206,407787,GCA_020578315.1,,,,,
602930,94757,385687,415853,252067,459105,343288,595162,159309,252483,280028,421582,558249,419493,416568,103011,190200,173876,331997,414804,GCA_020578265.1,,66,,,
594657,93219,379872,410021,248312,452834,338995,586359,157174,249332,275746,415304,550728,413915,410917,101385,187913,170825,327483,409018,GCA_020578075.1,,,,,
594453,93232,379838,409850,248427,452764,338958,586369,157151,249282,275652,415240,550722,413906,410856,101345,187960,170852,327469,408849,GCA_020576195.1,,,,,
594050,93063,379571,409542,248255,452608,338653,585933,157072,249093,275507,414962,550063,413535,410370,101325,187719,170709,327130,408683,GCA_020577795.1,,,,,
592279,92788,378356,408378,247995,451892,337359,583825,156735,248262,274948,413314,548918,412332,409539,101110,187253,170233,326576,408184,GCA_020569235.1,,31,,,
594591,93217,379868,409953,248392,452943,339073,586333,157192,249273,275634,415395,550713,414081,410880,101344,187881,170764,327488,409063,GCA_020578085.1,,,,,
593339,93037,378802,408721,248281,452420,337739,584850,157033,248718,275254,414387,549707,412952,410216,101281,187391,170723,326935,408724,GCA_020571895.1,,89,,,
592600,93182,378564,408443,247954,452155,337562,584472,156841,248543,275198,413933,549687,412997,409509,101201,187281,170493,326652,408278,GCA_020557385.1,,100,,,
594920,93317,379958,410033,248509,453064,339040,586530,157265,249337,275797,415540,550855,414086,411029,101502,187965,170939,327651,409238,GCA_020577905.1,,,,,
593443,93030,379206,409152,248022,452159,338260,584813,156857,248574,275337,414466,549746,412864,409909,101148,187295,170692,326634,408627,GCA_020579815.1,,103,,,
592100,92777,378266,408010,247638,451775,337529,583804,156636,248194,274513,413299,548563,412147,408862,100969,187084,170144,326124,408029,GCA_020580155.1,,66,,,
594927,93258,379885,410029,248376,453045,339105,586617,157271,249390,275781,415484,550941,414077,410998,101376,187969,170887,327634,409232,GCA_020577805.1,,,,,
593049,92938,379132,408882,247901,451804,338186,584471,156731,248531,275111,414065,549438,412726,409633,101093,187274,170588,326467,408199,GCA_020574145.1,,104,,,
591881,92861,377971,407772,247708,451791,337044,583265,156471,247819,274632,413111,548590,412093,409115,101102,186972,170252,326012,408079,GCA_020574055.1,,70,,,
591021,92645,377296,406899,247182,450869,336254,582377,156332,247432,273918,412489,547511,411305,408351,100891,186665,169874,325350,407052,GCA_020574265.1,,32,,,
593035,93008,378909,408748,248163,452282,337672,584711,156954,248560,275229,414212,549544,412908,409941,101296,187356,170652,326837,408373,GCA_020570045.1,,,,,
592326,92884,378757,408321,247842,451655,337835,583844,156638,248401,274931,413578,548984,412361,409223,101141,187223,170407,326312,408324,GCA_020580905.1,,167,,,
592160,92896,377992,407767,247434,451502,336999,583445,156568,248001,274282,413293,548294,412027,409242,100948,187052,170069,326006,407471,GCA_020568765.1,,,,,
594723,93229,379868,409974,248408,452867,339015,586503,157270,249379,275734,415358,550824,414094,410800,101404,187866,170864,327546,409111,GCA_020577915.1,,,,,
594300,93076,379777,409769,248324,452624,338739,585533,157090,248960,275516,414970,549853,413247,410389,101305,187740,170627,326985,409188,GCA_020575615.1,,70,,,
594045,93223,379469,409505,248392,452958,338532,585419,157125,249072,275550,415291,550426,413258,410550,101279,187646,170836,327049,409125,GCA_020574405.1,,33,,,
591093,92587,377356,407386,247232,451116,336514,582598,156404,247549,274311,412449,548024,411704,408702,100970,186781,170015,325737,407657,GCA_020574825.1,,4,,,
594775,93326,379792,409973,248421,452837,339116,586474,157202,249379,275687,415345,550688,413995,410878,101329,187922,170880,327502,409163,GCA_020576365.1,,,,,
593547,93166,379138,409003,248303,452680,337919,585181,157063,248730,275452,414618,550073,413252,410270,101340,187546,170875,327114,408827,GCA_020572345.1,,41,,,
594222,93235,379688,409787,248258,452669,338954,586214,157093,249172,275582,415247,550446,413712,410658,101328,187835,170792,327337,408903,GCA_020578095.1,,,,,
592964,92943,378640,408338,247986,451887,337478,584082,156804,248414,275065,413917,549193,412784,409570,101028,187294,170315,326558,408336,GCA_020574085.1,,36,,,
591326,92763,377559,407500,247311,451118,336551,582697,156437,247669,274385,412398,547660,411318,408460,100993,186819,169992,325540,407380,GCA_020578295.1,,65,,,
592530,93134,378552,408492,248052,452256,337562,583955,157016,248197,274928,414290,548540,411811,409331,101416,187403,170634,325969,408002,GCA_020575405.1,,,,,
598555,93757,382443,412666,250495,456595,341208,590147,158456,251072,278038,417961,554734,416793,413688,102162,189188,172245,329853,412733,GCA_020569895.1,,,,,
593774,93091,379236,409073,248345,452663,338240,585457,156984,248548,275487,414693,550035,413171,410125,101320,187511,170610,327274,408984,GCA_020569145.1,,66,,,
593676,93317,379185,409117,248170,452931,338288,585237,157088,248791,275566,414788,549676,413196,410428,101254,187590,170676,327181,408584,GCA_020574155.1,,,,,
593151,93305,378857,408752,248169,452361,337796,584787,157029,248555,275469,414633,549988,412731,409709,101379,187316,170710,326790,408582,GCA_020568935.1,,103,,,
591652,92769,377606,407548,247541,451620,336671,582849,156700,247785,274374,412912,548126,411772,408842,101157,186887,170124,325947,407855,GCA_020574345.1,,66,,,
597905,93965,381935,411938,250018,455553,340549,589853,157990,250171,277662,417321,554014,415968,413431,101931,188850,172049,329203,410922,GCA_020581275.1,,33,,,
594655,93225,379837,409964,248455,452755,338976,586459,157203,249315,275792,415398,550837,414043,410649,101381,187916,170886,327437,409198,GCA_020578105.1,,,,,
594521,93105,379850,410049,248346,452856,338967,586277,157183,249265,275727,415305,550729,413902,410698,101402,187917,170785,327478,408966,GCA_020578115.1,,1,,,
599266,94066,383069,412877,250498,456473,341343,590878,158384,250925,278383,418592,555297,416914,413805,102313,189113,172526,329831,412356,GCA_020569485.1,,69,,,
601669,94589,384678,414968,251766,458319,342878,594293,159061,251994,279427,420458,557363,418485,415880,102872,190048,173160,331664,413767,GCA_020573725.1,,173,,,
592517,92998,378522,408460,247897,451857,337454,584151,156748,248283,274622,413456,548943,412544,409486,101134,187302,170125,326428,408176,GCA_020573325.1,,69,,,
591515,92558,377234,407273,247045,451285,336309,582677,156273,247370,274420,412848,547793,411501,408543,100806,186531,169803,325542,407604,GCA_020578375.1,,39,,,
595183,93569,380663,410426,248984,453481,339325,586815,157343,249436,276099,415677,551149,414386,411485,101644,188161,171195,328024,409560,GCA_020568465.1,,,,,
592951,93298,378805,408719,248194,452177,337811,584963,157027,248631,275349,414450,549732,412575,409698,101328,187286,170595,326759,408205,GCA_020568945.1,,47,,,
591967,92894,378156,407824,247578,451750,336987,583292,156667,247837,274638,413465,548458,412116,408983,101015,186890,170226,326185,407789,GCA_020580725.1,,33,,,
591188,92565,377120,407097,247290,451271,336363,582883,156341,247650,273982,412588,547300,411149,408263,100816,186835,169897,325736,407115,GCA_020570935.1,,3,,,
601659,94661,384485,414967,251511,458233,342709,594105,159053,252031,279526,420836,557384,419104,415948,102687,189886,173467,331354,413628,GCA_020574715.1,,70,,,
594269,93162,379797,409758,248277,452464,338922,585863,157172,249247,275625,415374,550015,413502,410614,101370,187880,170818,327200,408869,GCA_020577855.1,,,,,
602073,94637,384982,414803,251720,458477,342794,594517,159077,252360,279705,420947,558049,419401,415993,102861,190001,173604,331585,414391,GCA_020572945.1,,18,,,
